"anio","mes","partida_ejecucion_mensual","ejecucion_mensual_millones_pesos_constantes"
"2008","12","Abordaje territorial","18898.8755211563"
"2008","12","Economía social","12153.4196534208"
"2008","12","Asistencia a la actividad cooperativa y mutual","3738.34078208541"
"2008","12","Programa social agropecuario","7683.30635729075"
"2008","12","Monotributo social","0"
"2008","12","Programa de empleo comunitario","43329.9801297753"
"2008","12","Acciones de empleo","17187.5560044862"
"2008","12","Acciones de capacitación laboral","4851.24461306297"
"2008","12","Inclusión social","254336.431780943"
"2008","12","Jefes de hogar","76567.1224050011"
"2009","1","Pensiones no contributivas por invalidez sin bonos","79362.5546197171"
"2009","1","Pensiones no contributivas por invalidez con bonos","79362.5546197171"
"2009","1","Pensiones no contributivas por vejez sin bonos","18665.2004846952"
"2009","1","Pensiones no contributivas por vejez con bonos","18665.2004846952"
"2009","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","77271.7739384303"
"2009","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","77271.7739384303"
"2009","1","Prestaciones previsionales por moratoria previsional sin bonos","0"
"2009","1","Prestaciones previsionales por moratoria previsional con bonos","0"
"2009","1","Políticas alimentarias","0"
"2009","1","Abordaje territorial","3508.78329256828"
"2009","1","Economía social","8642.26448521279"
"2009","1","Asistencia a la actividad cooperativa y mutual","8.01364678993582"
"2009","1","Programa social agropecuario","0"
"2009","1","Monotributo social","0"
"2009","1","Programa de empleo comunitario","25621.3310883409"
"2009","1","Acciones de empleo","-24838.687992147"
"2009","1","Acciones de capacitación laboral","81.5453788233562"
"2009","1","Inclusión social","308.439221430273"
"2009","1","Jefes de hogar","151.447301588693"
"2009","2","Pensiones no contributivas por invalidez sin bonos","80561.3145256765"
"2009","2","Pensiones no contributivas por invalidez con bonos","80561.3145256765"
"2009","2","Pensiones no contributivas por vejez sin bonos","18503.5095221856"
"2009","2","Pensiones no contributivas por vejez con bonos","18503.5095221856"
"2009","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","77709.9861888561"
"2009","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","77709.9861888561"
"2009","2","Prestaciones previsionales por moratoria previsional sin bonos","1566137.85400656"
"2009","2","Prestaciones previsionales por moratoria previsional con bonos","1566137.85400656"
"2009","2","Políticas alimentarias","600.694880808632"
"2009","2","Abordaje territorial","8645.95099276704"
"2009","2","Economía social","3899.34049128036"
"2009","2","Asistencia a la actividad cooperativa y mutual","8.81782804421941"
"2009","2","Programa social agropecuario","1879.26733674981"
"2009","2","Monotributo social","0"
"2009","2","Programa de empleo comunitario","25603.1430479282"
"2009","2","Acciones de empleo","31941.4543266639"
"2009","2","Acciones de capacitación laboral","80.9539112564127"
"2009","2","Inclusión social","51638.8140956434"
"2009","2","Jefes de hogar","114974.745596259"
"2009","3","Pensiones no contributivas por invalidez sin bonos","91067.6418149861"
"2009","3","Pensiones no contributivas por invalidez con bonos","91067.6418149861"
"2009","3","Pensiones no contributivas por vejez sin bonos","20422.5941417658"
"2009","3","Pensiones no contributivas por vejez con bonos","20422.5941417658"
"2009","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","87380.8459350385"
"2009","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","87380.8459350385"
"2009","3","Prestaciones previsionales por moratoria previsional sin bonos","864313.670180892"
"2009","3","Prestaciones previsionales por moratoria previsional con bonos","864313.670180892"
"2009","3","Políticas alimentarias","19857.6290844358"
"2009","3","Abordaje territorial","10288.5081069456"
"2009","3","Economía social","3082.91086462903"
"2009","3","Asistencia a la actividad cooperativa y mutual","1479.57839405154"
"2009","3","Programa social agropecuario","0"
"2009","3","Monotributo social","0"
"2009","3","Programa de empleo comunitario","25520.5003181839"
"2009","3","Acciones de empleo","27307.7973306265"
"2009","3","Acciones de capacitación laboral","4298.30132381829"
"2009","3","Inclusión social","172006.918424611"
"2009","3","Jefes de hogar","36798.998055455"
"2009","4","Pensiones no contributivas por invalidez sin bonos","90889.5626047649"
"2009","4","Pensiones no contributivas por invalidez con bonos","90889.5626047649"
"2009","4","Pensiones no contributivas por vejez sin bonos","20184.337292931"
"2009","4","Pensiones no contributivas por vejez con bonos","20184.337292931"
"2009","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","87333.6382725404"
"2009","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","87333.6382725404"
"2009","4","Prestaciones previsionales por moratoria previsional sin bonos","853581.369250895"
"2009","4","Prestaciones previsionales por moratoria previsional con bonos","853581.369250895"
"2009","4","Políticas alimentarias","4864.25755742942"
"2009","4","Abordaje territorial","11959.6062143785"
"2009","4","Economía social","4077.9120947558"
"2009","4","Asistencia a la actividad cooperativa y mutual","168.993793236723"
"2009","4","Programa social agropecuario","0"
"2009","4","Monotributo social","0"
"2009","4","Programa de empleo comunitario","25768.4679656944"
"2009","4","Acciones de empleo","27205.359860881"
"2009","4","Acciones de capacitación laboral","245.023080046046"
"2009","4","Inclusión social","80935.6662553108"
"2009","4","Jefes de hogar","35470.2621820252"
"2009","5","Pensiones no contributivas por invalidez sin bonos","92184.178994762"
"2009","5","Pensiones no contributivas por invalidez con bonos","92184.178994762"
"2009","5","Pensiones no contributivas por vejez sin bonos","20036.0106885869"
"2009","5","Pensiones no contributivas por vejez con bonos","20036.0106885869"
"2009","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","87339.8344090088"
"2009","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","87339.8344090088"
"2009","5","Prestaciones previsionales por moratoria previsional sin bonos","846119.958172782"
"2009","5","Prestaciones previsionales por moratoria previsional con bonos","846119.958172782"
"2009","5","Políticas alimentarias","7594.03341101088"
"2009","5","Abordaje territorial","14870.976119204"
"2009","5","Economía social","4092.27310836324"
"2009","5","Asistencia a la actividad cooperativa y mutual","0"
"2009","5","Programa social agropecuario","1374.08222412988"
"2009","5","Monotributo social","0"
"2009","5","Programa de empleo comunitario","28102.677156597"
"2009","5","Acciones de empleo","27766.5308022416"
"2009","5","Acciones de capacitación laboral","334.911924329974"
"2009","5","Inclusión social","80405.2604397845"
"2009","5","Jefes de hogar","26044.7425910658"
"2009","6","Pensiones no contributivas por invalidez sin bonos","147889.915103784"
"2009","6","Pensiones no contributivas por invalidez con bonos","147889.915103784"
"2009","6","Pensiones no contributivas por vejez sin bonos","29863.9495603814"
"2009","6","Pensiones no contributivas por vejez con bonos","29863.9495603814"
"2009","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","137978.302801483"
"2009","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","137978.302801483"
"2009","6","Prestaciones previsionales por moratoria previsional sin bonos","1327200.32815191"
"2009","6","Prestaciones previsionales por moratoria previsional con bonos","1327200.32815191"
"2009","6","Políticas alimentarias","9679.53144104767"
"2009","6","Abordaje territorial","17023.0858562447"
"2009","6","Economía social","7894.43643826921"
"2009","6","Asistencia a la actividad cooperativa y mutual","1834.42009544329"
"2009","6","Programa social agropecuario","6049.80147754184"
"2009","6","Monotributo social","0"
"2009","6","Programa de empleo comunitario","32346.5860732338"
"2009","6","Acciones de empleo","36490.3200837177"
"2009","6","Acciones de capacitación laboral","8328.56919936051"
"2009","6","Inclusión social","40159.2836758048"
"2009","6","Jefes de hogar","39505.7287926907"
"2009","7","Pensiones no contributivas por invalidez sin bonos","103885.60269132"
"2009","7","Pensiones no contributivas por invalidez con bonos","103885.60269132"
"2009","7","Pensiones no contributivas por vejez sin bonos","19666.323548849"
"2009","7","Pensiones no contributivas por vejez con bonos","19666.323548849"
"2009","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","93877.7347381568"
"2009","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","93877.7347381568"
"2009","7","Prestaciones previsionales por moratoria previsional sin bonos","0"
"2009","7","Prestaciones previsionales por moratoria previsional con bonos","0"
"2009","7","Políticas alimentarias","5716.88713878083"
"2009","7","Abordaje territorial","14075.4688118381"
"2009","7","Economía social","3748.32172613062"
"2009","7","Asistencia a la actividad cooperativa y mutual","167.758466868929"
"2009","7","Programa social agropecuario","981.944407716184"
"2009","7","Monotributo social","0"
"2009","7","Programa de empleo comunitario","32127.1541248502"
"2009","7","Acciones de empleo","41815.0389457003"
"2009","7","Acciones de capacitación laboral","445.524454832208"
"2009","7","Inclusión social","101402.027680059"
"2009","7","Jefes de hogar","32209.1785843078"
"2009","8","Pensiones no contributivas por invalidez sin bonos","104216.476819179"
"2009","8","Pensiones no contributivas por invalidez con bonos","104216.476819179"
"2009","8","Pensiones no contributivas por vejez sin bonos","19408.8307690439"
"2009","8","Pensiones no contributivas por vejez con bonos","19408.8307690439"
"2009","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","93966.2438710803"
"2009","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","93966.2438710803"
"2009","8","Prestaciones previsionales por moratoria previsional sin bonos","1498789.42824711"
"2009","8","Prestaciones previsionales por moratoria previsional con bonos","1498789.42824711"
"2009","8","Políticas alimentarias","295.65244231668"
"2009","8","Abordaje territorial","12734.0415183676"
"2009","8","Economía social","4402.46251922839"
"2009","8","Asistencia a la actividad cooperativa y mutual","52.5723458510332"
"2009","8","Programa social agropecuario","1795.55705525103"
"2009","8","Monotributo social","0"
"2009","8","Programa de empleo comunitario","30858.9309353219"
"2009","8","Acciones de empleo","37317.6411672429"
"2009","8","Acciones de capacitación laboral","2154.79094375579"
"2009","8","Inclusión social","0"
"2009","8","Jefes de hogar","33543.351663656"
"2009","9","Pensiones no contributivas por invalidez sin bonos","115735.581857115"
"2009","9","Pensiones no contributivas por invalidez con bonos","115735.581857115"
"2009","9","Pensiones no contributivas por vejez sin bonos","20593.3480380368"
"2009","9","Pensiones no contributivas por vejez con bonos","20593.3480380368"
"2009","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","102494.297248"
"2009","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","102494.297248"
"2009","9","Prestaciones previsionales por moratoria previsional sin bonos","1129923.87637401"
"2009","9","Prestaciones previsionales por moratoria previsional con bonos","1129923.87637401"
"2009","9","Políticas alimentarias","14846.7383607348"
"2009","9","Abordaje territorial","18106.4439089233"
"2009","9","Economía social","9911.64907828515"
"2009","9","Asistencia a la actividad cooperativa y mutual","1544.57061206087"
"2009","9","Programa social agropecuario","3312.98053748397"
"2009","9","Monotributo social","0"
"2009","9","Programa de empleo comunitario","30553.3252732581"
"2009","9","Acciones de empleo","12260.1905393547"
"2009","9","Acciones de capacitación laboral","11698.3480410751"
"2009","9","Inclusión social","145798.886057921"
"2009","9","Jefes de hogar","54119.6613268209"
"2009","10","Pensiones no contributivas por invalidez sin bonos","118338.253068341"
"2009","10","Pensiones no contributivas por invalidez con bonos","118338.253068341"
"2009","10","Pensiones no contributivas por vejez sin bonos","20381.4283053898"
"2009","10","Pensiones no contributivas por vejez con bonos","20381.4283053898"
"2009","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","102820.439299509"
"2009","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","102820.439299509"
"2009","10","Prestaciones previsionales por moratoria previsional sin bonos","930104.731850894"
"2009","10","Prestaciones previsionales por moratoria previsional con bonos","930104.731850894"
"2009","10","Políticas alimentarias","6007.31917909254"
"2009","10","Abordaje territorial","7830.23508573329"
"2009","10","Economía social","1772.31141450222"
"2009","10","Asistencia a la actividad cooperativa y mutual","380.377242712812"
"2009","10","Programa social agropecuario","1683.99091045363"
"2009","10","Monotributo social","0"
"2009","10","Programa de empleo comunitario","29800.6152518444"
"2009","10","Acciones de empleo","29672.5930970851"
"2009","10","Acciones de capacitación laboral","459.422599364624"
"2009","10","Inclusión social","102447.028405868"
"2009","10","Jefes de hogar","41125.2831186859"
"2009","11","Pensiones no contributivas por invalidez sin bonos","120680.92286131"
"2009","11","Pensiones no contributivas por invalidez con bonos","120680.92286131"
"2009","11","Pensiones no contributivas por vejez sin bonos","20115.0207555111"
"2009","11","Pensiones no contributivas por vejez con bonos","20115.0207555111"
"2009","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","104288.833564232"
"2009","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","104288.833564232"
"2009","11","Prestaciones previsionales por moratoria previsional sin bonos","913012.502568733"
"2009","11","Prestaciones previsionales por moratoria previsional con bonos","913012.502568733"
"2009","11","Políticas alimentarias","22221.9146576627"
"2009","11","Abordaje territorial","7217.8291157051"
"2009","11","Economía social","162699.896140695"
"2009","11","Asistencia a la actividad cooperativa y mutual","26.0395080082328"
"2009","11","Programa social agropecuario","3208.45182135745"
"2009","11","Monotributo social","0"
"2009","11","Programa de empleo comunitario","29038.0032780036"
"2009","11","Acciones de empleo","31327.3187261071"
"2009","11","Acciones de capacitación laboral","66.398890710863"
"2009","11","Asignaciones familiares","95711.9624920782"
"2009","11","Inclusión social","95817.734399533"
"2009","11","Jefes de hogar","37359.4869472227"
"2009","12","Pensiones no contributivas por invalidez sin bonos","184070.498869227"
"2009","12","Pensiones no contributivas por invalidez con bonos","215400.915837035"
"2009","12","Pensiones no contributivas por vejez sin bonos","29642.2789583498"
"2009","12","Pensiones no contributivas por vejez con bonos","34654.7422215721"
"2009","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","156544.866224821"
"2009","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","175307.200746691"
"2009","12","Prestaciones previsionales por moratoria previsional sin bonos","1344362.35279407"
"2009","12","Prestaciones previsionales por moratoria previsional con bonos","1499448.94657383"
"2009","12","Políticas alimentarias","7714.78071316213"
"2009","12","Abordaje territorial","10887.2549819809"
"2009","12","Economía social","74258.8629889415"
"2009","12","Asistencia a la actividad cooperativa y mutual","82527.9419377229"
"2009","12","Programa social agropecuario","16511.7967162265"
"2009","12","Monotributo social","0"
"2009","12","Programa de empleo comunitario","28674.1840902978"
"2009","12","Acciones de empleo","66418.6039577041"
"2009","12","Acciones de capacitación laboral","16079.1544612917"
"2009","12","Asignaciones familiares","57638.3968732503"
"2009","12","Inclusión social","14460.9896839509"
"2009","12","Jefes de hogar","5028.68915661401"
"2010","1","Pensiones no contributivas por invalidez sin bonos","120802.991925917"
"2010","1","Pensiones no contributivas por invalidez con bonos","120802.991925917"
"2010","1","Pensiones no contributivas por vejez sin bonos","15355.1279751817"
"2010","1","Pensiones no contributivas por vejez con bonos","15355.1279751817"
"2010","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","102778.476803043"
"2010","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","102778.476803043"
"2010","1","Prestaciones previsionales por moratoria previsional sin bonos","894114.058960731"
"2010","1","Prestaciones previsionales por moratoria previsional con bonos","894114.058960731"
"2010","1","Políticas alimentarias","235.987650834274"
"2010","1","Apoyo al empleo","23201.456451628"
"2010","1","Abordaje territorial","1262.79998168619"
"2010","1","Economía social","445.856337874866"
"2010","1","Asistencia a la actividad cooperativa y mutual","0"
"2010","1","Programa social agropecuario","0"
"2010","1","Monotributo social","0"
"2010","1","Programa de empleo comunitario","24253.7114169265"
"2010","1","Acciones de empleo","35791.9579964688"
"2010","1","Acciones de capacitación laboral","0"
"2010","1","Asignaciones familiares","0"
"2010","1","Inclusión social","0"
"2010","1","Jefes de hogar","20197.9963278235"
"2010","2","Pensiones no contributivas por invalidez sin bonos","118620.323059063"
"2010","2","Pensiones no contributivas por invalidez con bonos","118620.323059063"
"2010","2","Pensiones no contributivas por vejez sin bonos","14918.3809809524"
"2010","2","Pensiones no contributivas por vejez con bonos","14918.3809809524"
"2010","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","100124.323242283"
"2010","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","100124.323242283"
"2010","2","Prestaciones previsionales por moratoria previsional sin bonos","879051.870678599"
"2010","2","Prestaciones previsionales por moratoria previsional con bonos","879051.870678599"
"2010","2","Políticas alimentarias","358.926419205492"
"2010","2","Apoyo al empleo","22302.8249601317"
"2010","2","Abordaje territorial","7058.60321791025"
"2010","2","Economía social","3239.39299344715"
"2010","2","Asistencia a la actividad cooperativa y mutual","1.2152030347213"
"2010","2","Programa social agropecuario","0"
"2010","2","Monotributo social","0"
"2010","2","Programa de empleo comunitario","18662.270043238"
"2010","2","Acciones de empleo","37532.9995359061"
"2010","2","Acciones de capacitación laboral","647.081062191586"
"2010","2","Asignaciones familiares","0"
"2010","2","Inclusión social","9.77518832318813"
"2010","2","Jefes de hogar","5225.9158316285"
"2010","3","Pensiones no contributivas por invalidez sin bonos","127059.64491061"
"2010","3","Pensiones no contributivas por invalidez con bonos","127059.64491061"
"2010","3","Pensiones no contributivas por vejez sin bonos","15691.9920256144"
"2010","3","Pensiones no contributivas por vejez con bonos","15691.9920256144"
"2010","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","106831.91482505"
"2010","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","106831.91482505"
"2010","3","Prestaciones previsionales por moratoria previsional sin bonos","890210.013353685"
"2010","3","Prestaciones previsionales por moratoria previsional con bonos","890210.013353685"
"2010","3","Políticas alimentarias","15058.363755848"
"2010","3","Apoyo al empleo","65098.0820420633"
"2010","3","Abordaje territorial","8006.09884361874"
"2010","3","Economía social","3998.87023017258"
"2010","3","Asistencia a la actividad cooperativa y mutual","0"
"2010","3","Programa social agropecuario","3598.39108316194"
"2010","3","Monotributo social","0"
"2010","3","Programa de empleo comunitario","16972.8293714094"
"2010","3","Acciones de empleo","25088.1670993496"
"2010","3","Acciones de capacitación laboral","9311.62571401964"
"2010","3","Asignaciones familiares","757662.799291676"
"2010","3","Inclusión social","1248.23783303178"
"2010","3","Jefes de hogar","14371.2856906639"
"2010","4","Pensiones no contributivas por invalidez sin bonos","126656.01892026"
"2010","4","Pensiones no contributivas por invalidez con bonos","126656.01892026"
"2010","4","Pensiones no contributivas por vejez sin bonos","15421.7510607645"
"2010","4","Pensiones no contributivas por vejez con bonos","15421.7510607645"
"2010","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","106269.674111302"
"2010","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","106269.674111302"
"2010","4","Prestaciones previsionales por moratoria previsional sin bonos","927226.474684399"
"2010","4","Prestaciones previsionales por moratoria previsional con bonos","927226.474684399"
"2010","4","Políticas alimentarias","13.4389602678758"
"2010","4","Apoyo al empleo","15543.7037380815"
"2010","4","Abordaje territorial","5434.87694824533"
"2010","4","Economía social","4698.69230383509"
"2010","4","Asistencia a la actividad cooperativa y mutual","13.1709571415793"
"2010","4","Programa social agropecuario","3254.62370167778"
"2010","4","Monotributo social","0"
"2010","4","Programa de empleo comunitario","15730.1213398783"
"2010","4","Acciones de empleo","39118.0223889161"
"2010","4","Acciones de capacitación laboral","386.681123517224"
"2010","4","Asignaciones familiares","218961.000530408"
"2010","4","Inclusión social","0"
"2010","4","Jefes de hogar","1263.09329741772"
"2010","5","Pensiones no contributivas por invalidez sin bonos","126626.137970654"
"2010","5","Pensiones no contributivas por invalidez con bonos","126626.137970654"
"2010","5","Pensiones no contributivas por vejez sin bonos","15241.7598018287"
"2010","5","Pensiones no contributivas por vejez con bonos","15241.7598018287"
"2010","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","105742.757137605"
"2010","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","105742.757137605"
"2010","5","Prestaciones previsionales por moratoria previsional sin bonos","934049.218854658"
"2010","5","Prestaciones previsionales por moratoria previsional con bonos","934049.218854658"
"2010","5","Políticas alimentarias","18363.617334872"
"2010","5","Apoyo al empleo","42058.60671706"
"2010","5","Abordaje territorial","11575.2618686563"
"2010","5","Economía social","1366.68915583494"
"2010","5","Asistencia a la actividad cooperativa y mutual","0.33574036899133"
"2010","5","Programa social agropecuario","2279.5992780816"
"2010","5","Monotributo social","0"
"2010","5","Programa de empleo comunitario","14732.8457996606"
"2010","5","Acciones de empleo","35759.1394131997"
"2010","5","Acciones de capacitación laboral","563.522907122802"
"2010","5","Asignaciones familiares","1711.19341259356"
"2010","5","Inclusión social","0"
"2010","5","Jefes de hogar","1622.5603152452"
"2010","6","Pensiones no contributivas por invalidez sin bonos","189989.289790642"
"2010","6","Pensiones no contributivas por invalidez con bonos","189989.289790642"
"2010","6","Pensiones no contributivas por vejez sin bonos","22502.1338037422"
"2010","6","Pensiones no contributivas por vejez con bonos","22502.1338037422"
"2010","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","157273.191997201"
"2010","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","157273.191997201"
"2010","6","Prestaciones previsionales por moratoria previsional sin bonos","1385929.06540913"
"2010","6","Prestaciones previsionales por moratoria previsional con bonos","1385929.06540913"
"2010","6","Políticas alimentarias","8489.3269816438"
"2010","6","Apoyo al empleo","108958.936117974"
"2010","6","Abordaje territorial","16881.6678766535"
"2010","6","Economía social","14759.2640264205"
"2010","6","Asistencia a la actividad cooperativa y mutual","245.461061866298"
"2010","6","Programa social agropecuario","6176.95092837551"
"2010","6","Formulación de políticas de desarrollo rural","20.7397414401238"
"2010","6","Monotributo social","0"
"2010","6","Programa de empleo comunitario","14866.3636364225"
"2010","6","Acciones de empleo","28457.4192429417"
"2010","6","Acciones de capacitación laboral","11220.8025837081"
"2010","6","Asignaciones familiares","218144.29656706"
"2010","6","Inclusión social","1921.09544555683"
"2010","6","Jefes de hogar","3582.37864991381"
"2010","7","Pensiones no contributivas por invalidez sin bonos","127567.690225603"
"2010","7","Pensiones no contributivas por invalidez con bonos","127567.690225603"
"2010","7","Pensiones no contributivas por vejez sin bonos","14721.5306431003"
"2010","7","Pensiones no contributivas por vejez con bonos","14721.5306431003"
"2010","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","104182.084740484"
"2010","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","104182.084740484"
"2010","7","Prestaciones previsionales por moratoria previsional sin bonos","915520.123741276"
"2010","7","Prestaciones previsionales por moratoria previsional con bonos","915520.123741276"
"2010","7","Políticas alimentarias","208.76055893774"
"2010","7","Apoyo al empleo","22867.901626096"
"2010","7","Abordaje territorial","16542.993690394"
"2010","7","Economía social","9087.51530155808"
"2010","7","Asistencia a la actividad cooperativa y mutual","1.0583448601225"
"2010","7","Programa social agropecuario","0"
"2010","7","Formulación de políticas de desarrollo rural","0"
"2010","7","Monotributo social","0"
"2010","7","Programa de empleo comunitario","14866.1029501794"
"2010","7","Acciones de empleo","27607.0432421271"
"2010","7","Acciones de capacitación laboral","205.992291063246"
"2010","7","Asignaciones familiares","227310.115976808"
"2010","7","Inclusión social","0"
"2010","7","Jefes de hogar","996.247688480841"
"2010","8","Pensiones no contributivas por invalidez sin bonos","129174.087064446"
"2010","8","Pensiones no contributivas por invalidez con bonos","129174.087064446"
"2010","8","Pensiones no contributivas por vejez sin bonos","14500.9252616602"
"2010","8","Pensiones no contributivas por vejez con bonos","14500.9252616602"
"2010","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","103669.285910492"
"2010","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","103669.285910492"
"2010","8","Prestaciones previsionales por moratoria previsional sin bonos","911885.592255667"
"2010","8","Prestaciones previsionales por moratoria previsional con bonos","911885.592255667"
"2010","8","Políticas alimentarias","12761.0653035182"
"2010","8","Apoyo al empleo","56101.9241163876"
"2010","8","Abordaje territorial","19985.3109226834"
"2010","8","Economía social","7106.21819679734"
"2010","8","Asistencia a la actividad cooperativa y mutual","0"
"2010","8","Programa social agropecuario","-9.25336441220615"
"2010","8","Formulación de políticas de desarrollo rural","129.909710244827"
"2010","8","Monotributo social","0"
"2010","8","Programa de empleo comunitario","15610.6572673069"
"2010","8","Acciones de empleo","26036.873956958"
"2010","8","Acciones de capacitación laboral","15430.0736763869"
"2010","8","Asignaciones familiares","216750.547490471"
"2010","8","Inclusión social","741.16395823007"
"2010","8","Jefes de hogar","1101.07801657069"
"2010","9","Pensiones no contributivas por invalidez sin bonos","154076.732445979"
"2010","9","Pensiones no contributivas por invalidez con bonos","154076.732445979"
"2010","9","Pensiones no contributivas por vejez sin bonos","16725.8702197754"
"2010","9","Pensiones no contributivas por vejez con bonos","16725.8702197754"
"2010","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","121846.462583039"
"2010","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","121846.462583039"
"2010","9","Prestaciones previsionales por moratoria previsional sin bonos","1048366.88635263"
"2010","9","Prestaciones previsionales por moratoria previsional con bonos","1048366.88635263"
"2010","9","Políticas alimentarias","20986.0710929945"
"2010","9","Apoyo al empleo","71099.1370742692"
"2010","9","Abordaje territorial","18404.4672422223"
"2010","9","Economía social","7510.55188678588"
"2010","9","Asistencia a la actividad cooperativa y mutual","4566.18174406636"
"2010","9","Programa social agropecuario","10027.4317189169"
"2010","9","Formulación de políticas de desarrollo rural","507.972580237858"
"2010","9","Monotributo social","0"
"2010","9","Programa de empleo comunitario","16063.5725957271"
"2010","9","Acciones de empleo","31366.8702620694"
"2010","9","Acciones de capacitación laboral","5979.74673021451"
"2010","9","Asignaciones familiares","410250.450883846"
"2010","9","Inclusión social","8884.62687486919"
"2010","9","Jefes de hogar","1018.40317016285"
"2010","10","Pensiones no contributivas por invalidez sin bonos","156556.529644604"
"2010","10","Pensiones no contributivas por invalidez con bonos","156556.529644604"
"2010","10","Pensiones no contributivas por vejez sin bonos","16310.1536482192"
"2010","10","Pensiones no contributivas por vejez con bonos","16310.1536482192"
"2010","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","118993.208879996"
"2010","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","118993.208879996"
"2010","10","Prestaciones previsionales por moratoria previsional sin bonos","1017069.09456132"
"2010","10","Prestaciones previsionales por moratoria previsional con bonos","1017069.09456132"
"2010","10","Políticas alimentarias","3046.09526376677"
"2010","10","Apoyo al empleo","71314.6808151766"
"2010","10","Abordaje territorial","11830.68845114"
"2010","10","Economía social","4360.76749410593"
"2010","10","Asistencia a la actividad cooperativa y mutual","289.42504421008"
"2010","10","Programa social agropecuario","0"
"2010","10","Formulación de políticas de desarrollo rural","247.673535783093"
"2010","10","Monotributo social","0"
"2010","10","Programa de empleo comunitario","15710.26414924"
"2010","10","Acciones de empleo","31838.0548829805"
"2010","10","Acciones de capacitación laboral","5960.73522137737"
"2010","10","Asignaciones familiares","9.9439767263941"
"2010","10","Inclusión social","0"
"2010","10","Jefes de hogar","1657.06046627935"
"2010","11","Pensiones no contributivas por invalidez sin bonos","157983.749768618"
"2010","11","Pensiones no contributivas por invalidez con bonos","157983.749768618"
"2010","11","Pensiones no contributivas por vejez sin bonos","16105.4253526519"
"2010","11","Pensiones no contributivas por vejez con bonos","16105.4253526519"
"2010","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","117893.826527786"
"2010","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","117893.826527786"
"2010","11","Prestaciones previsionales por moratoria previsional sin bonos","1008319.99419036"
"2010","11","Prestaciones previsionales por moratoria previsional con bonos","1008319.99419036"
"2010","11","Políticas alimentarias","5796.34909185139"
"2010","11","Apoyo al empleo","72670.580578628"
"2010","11","Abordaje territorial","19852.194075807"
"2010","11","Economía social","7079.51743761637"
"2010","11","Asistencia a la actividad cooperativa y mutual","24.4393264408956"
"2010","11","Programa social agropecuario","0"
"2010","11","Formulación de políticas de desarrollo rural","0"
"2010","11","Monotributo social","0"
"2010","11","Programa de empleo comunitario","10995.7883795741"
"2010","11","Acciones de empleo","40808.0776915167"
"2010","11","Acciones de capacitación laboral","13089.1898920823"
"2010","11","Asignaciones familiares","304637.794723829"
"2010","11","Inclusión social","0"
"2010","11","Jefes de hogar","820.625280331783"
"2010","12","Pensiones no contributivas por invalidez sin bonos","237442.676388935"
"2010","12","Pensiones no contributivas por invalidez con bonos","284298.361710684"
