"anio","mes","partida_ejecucion_mensual","ejecucion_mensual_millones_pesos_corrientes"
"2008","7","Pensiones no contributivas por vejez con bonos","40.189947"
"2008","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","128.570851"
"2008","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","128.570851"
"2008","7","Prestaciones previsionales por moratoria previsional sin bonos","1399.91302377"
"2008","7","Prestaciones previsionales por moratoria previsional con bonos","1399.91302377"
"2008","7","Políticas alimentarias","16.19262089"
"2008","7","Abordaje territorial","23.21014171"
"2008","7","Economía social","16.67129472"
"2008","7","Asistencia a la actividad cooperativa y mutual","0.3001"
"2008","7","Programa social agropecuario","0.5"
"2008","7","Monotributo social","0"
"2008","7","Programa de empleo comunitario","39.305992"
"2008","7","Acciones de empleo","32.69177059"
"2008","7","Acciones de capacitación laboral","1.6989848"
"2008","7","Inclusión social","126.16985722"
"2008","7","Jefes de hogar","92.90971889"
"2008","8","Pensiones no contributivas por invalidez sin bonos","132.4016988"
"2008","8","Pensiones no contributivas por invalidez con bonos","132.4016988"
"2008","8","Pensiones no contributivas por vejez sin bonos","40.189947"
"2008","8","Pensiones no contributivas por vejez con bonos","40.189947"
"2008","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","129.587221"
"2008","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","129.587221"
"2008","8","Prestaciones previsionales por moratoria previsional sin bonos","1395.67293236"
"2008","8","Prestaciones previsionales por moratoria previsional con bonos","1395.67293236"
"2008","8","Políticas alimentarias","9.36815881"
"2008","8","Abordaje territorial","24.19328684"
"2008","8","Economía social","7.99882332"
"2008","8","Asistencia a la actividad cooperativa y mutual","0.10057176"
"2008","8","Programa social agropecuario","3.1"
"2008","8","Monotributo social","0"
"2008","8","Programa de empleo comunitario","42.173377"
"2008","8","Acciones de empleo","26.93474899"
"2008","8","Acciones de capacitación laboral","1.50037002"
"2008","8","Inclusión social","138.71343442"
"2008","8","Jefes de hogar","64.51873202"
"2008","9","Pensiones no contributivas por invalidez sin bonos","133.8550458"
"2008","9","Pensiones no contributivas por invalidez con bonos","133.8550458"
"2008","9","Pensiones no contributivas por vejez sin bonos","40.189947"
"2008","9","Pensiones no contributivas por vejez con bonos","40.189947"
"2008","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","133.493311"
"2008","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","133.493311"
"2008","9","Prestaciones previsionales por moratoria previsional sin bonos","1374.4088396"
"2008","9","Prestaciones previsionales por moratoria previsional con bonos","1374.4088396"
"2008","9","Políticas alimentarias","18.43919773"
"2008","9","Abordaje territorial","27.73783866"
"2008","9","Economía social","9.87261372"
"2008","9","Asistencia a la actividad cooperativa y mutual","0.21713"
"2008","9","Programa social agropecuario","2.838"
"2008","9","Monotributo social","0"
"2008","9","Programa de empleo comunitario","47.892812"
"2008","9","Acciones de empleo","53.80096883"
"2008","9","Acciones de capacitación laboral","4.45399425"
"2008","9","Inclusión social","49.80208419"
"2008","9","Jefes de hogar","101.53301004"
"2008","10","Pensiones no contributivas por invalidez sin bonos","136.358628"
"2008","10","Pensiones no contributivas por invalidez con bonos","136.358628"
"2008","10","Pensiones no contributivas por vejez sin bonos","40.189947"
"2008","10","Pensiones no contributivas por vejez con bonos","40.189947"
"2008","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","135.842071"
"2008","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","135.842071"
"2008","10","Prestaciones previsionales por moratoria previsional sin bonos","1434.95307705"
"2008","10","Prestaciones previsionales por moratoria previsional con bonos","1434.95307705"
"2008","10","Políticas alimentarias","11.75954875"
"2008","10","Abordaje territorial","18.13273418"
"2008","10","Economía social","7.36026874"
"2008","10","Asistencia a la actividad cooperativa y mutual","0.01633126"
"2008","10","Programa social agropecuario","1.931707"
"2008","10","Monotributo social","0"
"2008","10","Programa de empleo comunitario","48.585962"
"2008","10","Acciones de empleo","28.97406882"
"2008","10","Acciones de capacitación laboral","0.74940896"
"2008","10","Inclusión social","157.6862782"
"2008","10","Jefes de hogar","82.7868379"
"2008","11","Pensiones no contributivas por invalidez sin bonos","138.752376"
"2008","11","Pensiones no contributivas por invalidez con bonos","138.752376"
"2008","11","Pensiones no contributivas por vejez sin bonos","40.189947"
"2008","11","Pensiones no contributivas por vejez con bonos","40.189947"
"2008","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","138.485461"
"2008","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","138.485461"
"2008","11","Prestaciones previsionales por moratoria previsional sin bonos","1448.94941746"
"2008","11","Prestaciones previsionales por moratoria previsional con bonos","1448.94941746"
"2008","11","Políticas alimentarias","25.57026674"
"2008","11","Abordaje territorial","21.00996657"
"2008","11","Economía social","6.07732947"
"2008","11","Asistencia a la actividad cooperativa y mutual","0.585759"
"2008","11","Programa social agropecuario","2.008862"
"2008","11","Monotributo social","0"
"2008","11","Programa de empleo comunitario","48.731462"
"2008","11","Acciones de empleo","36.576099"
"2008","11","Acciones de capacitación laboral","0.77232825"
"2008","11","Inclusión social","172.26101567"
"2008","11","Jefes de hogar","70.204275"
"2008","12","Pensiones no contributivas por invalidez sin bonos","214.8936552"
"2008","12","Pensiones no contributivas por invalidez con bonos","243.9904552"
"2008","12","Pensiones no contributivas por vejez sin bonos","60.2849205"
"2008","12","Pensiones no contributivas por vejez con bonos","68.4352205"
"2008","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","211.8537015"
"2008","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","232.1325015"
"2008","12","Prestaciones previsionales por moratoria previsional sin bonos","2129.64047708"
"2008","12","Prestaciones previsionales por moratoria previsional con bonos","2316.55307708"
"2008","12","Políticas alimentarias","19.70076425"
"2008","12","Abordaje territorial","34.96110256"
"2008","12","Economía social","22.48265779"
"2008","12","Asistencia a la actividad cooperativa y mutual","6.915571"
"2008","12","Programa social agropecuario","14.213378"
"2008","12","Monotributo social","0"
"2008","12","Programa de empleo comunitario","80.156297"
"2008","12","Acciones de empleo","31.795326"
"2008","12","Acciones de capacitación laboral","8.97433608"
"2008","12","Inclusión social","470.49794398"
"2008","12","Jefes de hogar","141.64181441"
"2009","1","Pensiones no contributivas por invalidez sin bonos","149.046555"
"2009","1","Pensiones no contributivas por invalidez con bonos","149.046555"
"2009","1","Pensiones no contributivas por vejez sin bonos","35.0541114"
"2009","1","Pensiones no contributivas por vejez con bonos","35.0541114"
"2009","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","145.119972"
"2009","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","145.119972"
"2009","1","Prestaciones previsionales por moratoria previsional sin bonos","0"
"2009","1","Prestaciones previsionales por moratoria previsional con bonos","0"
"2009","1","Políticas alimentarias","0"
"2009","1","Abordaje territorial","6.58965761"
"2009","1","Economía social","16.23057316"
"2009","1","Asistencia a la actividad cooperativa y mutual","0.01505"
"2009","1","Programa social agropecuario","0"
"2009","1","Monotributo social","0"
"2009","1","Programa de empleo comunitario","48.118047"
"2009","1","Acciones de empleo","-46.648207"
"2009","1","Acciones de capacitación laboral","0.153146"
"2009","1","Inclusión social","0.57926315"
"2009","1","Jefes de hogar","0.28442505"
"2009","2","Pensiones no contributivas por invalidez sin bonos","152.6199822"
"2009","2","Pensiones no contributivas por invalidez con bonos","152.6199822"
"2009","2","Pensiones no contributivas por vejez sin bonos","35.0541114"
"2009","2","Pensiones no contributivas por vejez con bonos","35.0541114"
"2009","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","147.218262"
"2009","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","147.218262"
"2009","2","Prestaciones previsionales por moratoria previsional sin bonos","2966.98151971"
"2009","2","Prestaciones previsionales por moratoria previsional con bonos","2966.98151971"
"2009","2","Políticas alimentarias","1.13799089"
"2009","2","Abordaje territorial","16.37938624"
"2009","2","Economía social","7.38713463"
"2009","2","Asistencia a la actividad cooperativa y mutual","0.016705"
"2009","2","Programa social agropecuario","3.560192"
"2009","2","Monotributo social","0"
"2009","2","Programa de empleo comunitario","48.504065"
"2009","2","Acciones de empleo","60.511726"
"2009","2","Acciones de capacitación laboral","0.15336374"
"2009","2","Inclusión social","97.82753589"
"2009","2","Jefes de hogar","217.81476295"
"2009","3","Pensiones no contributivas por invalidez sin bonos","174.5845765664"
"2009","3","Pensiones no contributivas por invalidez con bonos","174.5845765664"
"2009","3","Pensiones no contributivas por vejez sin bonos","39.1518862196"
"2009","3","Pensiones no contributivas por vejez con bonos","39.1518862196"
"2009","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","167.516668748"
"2009","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","167.516668748"
"2009","3","Prestaciones previsionales por moratoria previsional sin bonos","1656.96435223"
"2009","3","Prestaciones previsionales por moratoria previsional con bonos","1656.96435223"
"2009","3","Políticas alimentarias","38.06879915"
"2009","3","Abordaje territorial","19.72396337"
"2009","3","Economía social","5.91020781"
"2009","3","Asistencia a la actividad cooperativa y mutual","2.83648025"
"2009","3","Programa social agropecuario","0"
"2009","3","Monotributo social","0"
"2009","3","Programa de empleo comunitario","48.925015"
"2009","3","Acciones de empleo","52.35141856"
"2009","3","Acciones de capacitación laboral","8.24021685"
"2009","3","Inclusión social","329.75219761"
"2009","3","Jefes de hogar","70.54687445"
"2009","4","Pensiones no contributivas por invalidez sin bonos","176.299957834"
"2009","4","Pensiones no contributivas por invalidez con bonos","176.299957834"
"2009","4","Pensiones no contributivas por vejez sin bonos","39.1518862196"
"2009","4","Pensiones no contributivas por vejez con bonos","39.1518862196"
"2009","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","169.402473768"
"2009","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","169.402473768"
"2009","4","Prestaciones previsionales por moratoria previsional sin bonos","1655.70561783"
"2009","4","Prestaciones previsionales por moratoria previsional con bonos","1655.70561783"
"2009","4","Políticas alimentarias","9.43527923"
"2009","4","Abordaje territorial","23.19824203"
"2009","4","Economía social","7.90999219"
"2009","4","Asistencia a la actividad cooperativa y mutual","0.3278"
"2009","4","Programa social agropecuario","0"
"2009","4","Monotributo social","0"
"2009","4","Programa de empleo comunitario","49.983515"
"2009","4","Acciones de empleo","52.7706775"
"2009","4","Acciones de capacitación laboral","0.47527524"
"2009","4","Inclusión social","156.99222374"
"2009","4","Jefes de hogar","68.8022425"
"2009","5","Pensiones no contributivas por invalidez sin bonos","180.1348852996"
"2009","5","Pensiones no contributivas por invalidez con bonos","180.1348852996"
"2009","5","Pensiones no contributivas por vejez sin bonos","39.1518862196"
"2009","5","Pensiones no contributivas por vejez con bonos","39.1518862196"
"2009","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","170.668668148"
"2009","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","170.668668148"
"2009","5","Prestaciones previsionales por moratoria previsional sin bonos","1653.38264415"
"2009","5","Prestaciones previsionales por moratoria previsional con bonos","1653.38264415"
"2009","5","Políticas alimentarias","14.8393179"
"2009","5","Abordaje territorial","29.05901649"
"2009","5","Economía social","7.99661238"
"2009","5","Asistencia a la actividad cooperativa y mutual","0"
"2009","5","Programa social agropecuario","2.685061"
"2009","5","Monotributo social","0"
"2009","5","Programa de empleo comunitario","54.914765"
"2009","5","Acciones de empleo","54.2579095"
"2009","5","Acciones de capacitación laboral","0.65444333"
"2009","5","Inclusión social","157.11798407"
"2009","5","Jefes de hogar","50.8934046"
"2009","6","Pensiones no contributivas por invalidez sin bonos","290.8273628106"
"2009","6","Pensiones no contributivas por invalidez con bonos","290.8273628106"
"2009","6","Pensiones no contributivas por vejez sin bonos","58.7278293294"
"2009","6","Pensiones no contributivas por vejez con bonos","58.7278293294"
"2009","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","271.336053582"
"2009","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","271.336053582"
"2009","6","Prestaciones previsionales por moratoria previsional sin bonos","2609.95600063"
"2009","6","Prestaciones previsionales por moratoria previsional con bonos","2609.95600063"
"2009","6","Políticas alimentarias","19.03491932"
"2009","6","Abordaje territorial","33.47611068"
"2009","6","Economía social","15.52450773"
"2009","6","Asistencia a la actividad cooperativa y mutual","3.60741"
"2009","6","Programa social agropecuario","11.89701007"
"2009","6","Monotributo social","0"
"2009","6","Programa de empleo comunitario","63.609965"
"2009","6","Acciones de empleo","71.75866962"
"2009","6","Acciones de capacitación laboral","16.37823522"
"2009","6","Inclusión social","78.97373229"
"2009","6","Jefes de hogar","77.68850846"
"2009","7","Pensiones no contributivas por invalidez sin bonos","206.8163521424"
"2009","7","Pensiones no contributivas por invalidez con bonos","206.8163521424"
"2009","7","Pensiones no contributivas por vejez sin bonos","39.1518862196"
"2009","7","Pensiones no contributivas por vejez con bonos","39.1518862196"
"2009","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","186.892602468"
"2009","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","186.892602468"
"2009","7","Prestaciones previsionales por moratoria previsional sin bonos","0"
"2009","7","Prestaciones previsionales por moratoria previsional con bonos","0"
"2009","7","Políticas alimentarias","11.38122813"
"2009","7","Abordaje territorial","28.02156448"
"2009","7","Economía social","7.46219116"
"2009","7","Asistencia a la actividad cooperativa y mutual","0.333975"
"2009","7","Programa social agropecuario","1.95486338"
"2009","7","Monotributo social","0"
"2009","7","Programa de empleo comunitario","63.959015"
"2009","7","Acciones de empleo","83.2457395"
"2009","7","Acciones de capacitación laboral","0.88695392"
"2009","7","Inclusión social","201.87202963"
"2009","7","Jefes de hogar","64.12231"
"2009","8","Pensiones no contributivas por invalidez sin bonos","210.2275861532"
"2009","8","Pensiones no contributivas por invalidez con bonos","210.2275861532"
"2009","8","Pensiones no contributivas por vejez sin bonos","39.1518862196"
"2009","8","Pensiones no contributivas por vejez con bonos","39.1518862196"
"2009","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","189.550608808"
"2009","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","189.550608808"
"2009","8","Prestaciones previsionales por moratoria previsional sin bonos","3023.38836688"
"2009","8","Prestaciones previsionales por moratoria previsional con bonos","3023.38836688"
"2009","8","Políticas alimentarias","0.59639609"
"2009","8","Abordaje territorial","25.68736626"
"2009","8","Economía social","8.88073649"
"2009","8","Asistencia a la actividad cooperativa y mutual","0.10605"
"2009","8","Programa social agropecuario","3.62203403"
"2009","8","Monotributo social","0"
"2009","8","Programa de empleo comunitario","62.24926"
"2009","8","Acciones de empleo","75.27790099"
"2009","8","Acciones de capacitación laboral","4.3466879"
"2009","8","Inclusión social","0"
"2009","8","Jefes de hogar","67.66432782"
"2009","9","Pensiones no contributivas por invalidez sin bonos","236.1870532434"
"2009","9","Pensiones no contributivas por invalidez con bonos","236.1870532434"
"2009","9","Pensiones no contributivas por vejez sin bonos","42.0258153238"
"2009","9","Pensiones no contributivas por vejez con bonos","42.0258153238"
"2009","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","209.164940054"
"2009","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","209.164940054"
"2009","9","Prestaciones previsionales por moratoria previsional sin bonos","2305.8888759"
"2009","9","Prestaciones previsionales por moratoria previsional con bonos","2305.8888759"
"2009","9","Políticas alimentarias","30.29843828"
"2009","9","Abordaje territorial","36.95067293"
"2009","9","Economía social","20.22716913"
"2009","9","Asistencia a la actividad cooperativa y mutual","3.152078"
"2009","9","Programa social agropecuario","6.76095543"
"2009","9","Monotributo social","0"
"2009","9","Programa de empleo comunitario","62.35161"
"2009","9","Acciones de empleo","25.01994831"
"2009","9","Acciones de capacitación laboral","23.87336986"
"2009","9","Inclusión social","297.53865416"
"2009","9","Jefes de hogar","110.444542"
"2009","10","Pensiones no contributivas por invalidez sin bonos","244.0094724802"
"2009","10","Pensiones no contributivas por invalidez con bonos","244.0094724802"
"2009","10","Pensiones no contributivas por vejez sin bonos","42.0258153238"
"2009","10","Pensiones no contributivas por vejez con bonos","42.0258153238"
"2009","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","212.012265714"
"2009","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","212.012265714"
"2009","10","Prestaciones previsionales por moratoria previsional sin bonos","1917.8444762"
"2009","10","Prestaciones previsionales por moratoria previsional con bonos","1917.8444762"
"2009","10","Políticas alimentarias","12.38688882"
"2009","10","Abordaje territorial","16.14567972"
"2009","10","Economía social","3.65444615"
"2009","10","Asistencia a la actividad cooperativa y mutual","0.784325"
"2009","10","Programa social agropecuario","3.47233226"
"2009","10","Monotributo social","0"
"2009","10","Programa de empleo comunitario","61.44786"
"2009","10","Acciones de empleo","61.18388265"
"2009","10","Acciones de capacitación laboral","0.94731385"
"2009","10","Inclusión social","211.24230509"
"2009","10","Jefes de hogar","84.79894184"
"2009","11","Pensiones no contributivas por invalidez sin bonos","252.1356671176"
"2009","11","Pensiones no contributivas por invalidez con bonos","252.1356671176"
"2009","11","Pensiones no contributivas por vejez sin bonos","42.0258153238"
"2009","11","Pensiones no contributivas por vejez con bonos","42.0258153238"
"2009","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","217.888080404"
"2009","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","217.888080404"
"2009","11","Prestaciones previsionales por moratoria previsional sin bonos","1907.53443845"
"2009","11","Prestaciones previsionales por moratoria previsional con bonos","1907.53443845"
"2009","11","Políticas alimentarias","46.42769664"
"2009","11","Abordaje territorial","15.08003184"
"2009","11","Economía social","339.92486866"
"2009","11","Asistencia a la actividad cooperativa y mutual","0.0544037"
"2009","11","Programa social agropecuario","6.70333903"
"2009","11","Monotributo social","0"
"2009","11","Programa de empleo comunitario","60.668382"
"2009","11","Acciones de empleo","65.45139214"
"2009","11","Acciones de capacitación laboral","0.13872556"
"2009","11","Asignaciones familiares","199.96863582"
"2009","11","Inclusión social","200.18962245"
"2009","11","Jefes de hogar","78.054252"
"2009","12","Pensiones no contributivas por invalidez sin bonos","391.453342854"
"2009","12","Pensiones no contributivas por invalidez con bonos","458.082142854"
"2009","12","Pensiones no contributivas por vejez sin bonos","63.0387229857"
"2009","12","Pensiones no contributivas por vejez con bonos","73.6984729857"
"2009","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","332.915983641"
"2009","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","372.816883641"
"2009","12","Prestaciones previsionales por moratoria previsional sin bonos","2858.98685689"
"2009","12","Prestaciones previsionales por moratoria previsional con bonos","3188.80160689"
"2009","12","Políticas alimentarias","16.40663071"
"2009","12","Abordaje territorial","23.15336995"
"2009","12","Economía social","157.92253692"
"2009","12","Asistencia a la actividad cooperativa y mutual","175.50796542"
"2009","12","Programa social agropecuario","35.11479602"
"2009","12","Monotributo social","0"
"2009","12","Programa de empleo comunitario","60.979925"
"2009","12","Acciones de empleo","141.24905787"
"2009","12","Acciones de capacitación laboral","34.1947178"
"2009","12","Asignaciones familiares","122.57663923"
"2009","12","Inclusión social","30.75344929"
"2009","12","Jefes de hogar","10.69425678"
"2010","1","Pensiones no contributivas por invalidez sin bonos","262.938281697"
"2010","1","Pensiones no contributivas por invalidez con bonos","262.938281697"
"2010","1","Pensiones no contributivas por vejez sin bonos","33.4217795492"
"2010","1","Pensiones no contributivas por vejez con bonos","33.4217795492"
"2010","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","223.706347460333"
"2010","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","223.706347460333"
"2010","1","Prestaciones previsionales por moratoria previsional sin bonos","1946.11748067"
"2010","1","Prestaciones previsionales por moratoria previsional con bonos","1946.11748067"
"2010","1","Políticas alimentarias","0.51364777"
"2010","1","Apoyo al empleo","50.5"
"2010","1","Abordaje territorial","2.74859465"
"2010","1","Economía social","0.97044533"
"2010","1","Asistencia a la actividad cooperativa y mutual","0"
"2010","1","Programa social agropecuario","0"
"2010","1","Monotributo social","0"
"2010","1","Programa de empleo comunitario","52.790325"
"2010","1","Acciones de empleo","77.90432823"
"2010","1","Acciones de capacitación laboral","0"
"2010","1","Asignaciones familiares","0"
"2010","1","Inclusión social","0"
"2010","1","Jefes de hogar","43.96270625"
"2010","2","Pensiones no contributivas por invalidez sin bonos","265.746148486"
"2010","2","Pensiones no contributivas por invalidez con bonos","265.746148486"
"2010","2","Pensiones no contributivas por vejez sin bonos","33.4217795492"
"2010","2","Pensiones no contributivas por vejez con bonos","33.4217795492"
"2010","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","224.309398130333"
"2010","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","224.309398130333"
"2010","2","Prestaciones previsionales por moratoria previsional sin bonos","1969.34760358"
"2010","2","Prestaciones previsionales por moratoria previsional con bonos","1969.34760358"
"2010","2","Políticas alimentarias","0.804106"
"2010","2","Apoyo al empleo","49.96521406"
"2010","2","Abordaje territorial","15.8134506"
"2010","2","Economía social","7.25724049"
"2010","2","Asistencia a la actividad cooperativa y mutual","0.00272243"
"2010","2","Programa social agropecuario","0"
"2010","2","Monotributo social","0"
"2010","2","Programa de empleo comunitario","41.809247"
"2010","2","Acciones de empleo","84.08550753"
"2010","2","Acciones de capacitación laboral","1.44966137"
"2010","2","Asignaciones familiares","0"
"2010","2","Inclusión social","0.02189944"
"2010","2","Jefes de hogar","11.707665"
"2010","3","Pensiones no contributivas por invalidez sin bonos","292.83883391"
"2010","3","Pensiones no contributivas por invalidez con bonos","292.83883391"
"2010","3","Pensiones no contributivas por vejez sin bonos","36.165886106"
"2010","3","Pensiones no contributivas por vejez con bonos","36.165886106"
"2010","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","246.219272718333"
"2010","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","246.219272718333"
"2010","3","Prestaciones previsionales por moratoria previsional sin bonos","2051.69833765"
"2010","3","Prestaciones previsionales por moratoria previsional con bonos","2051.69833765"
"2010","3","Políticas alimentarias","34.70554074"
"2010","3","Apoyo al empleo","150.03384"
"2010","3","Abordaje territorial","18.45193768"
"2010","3","Economía social","9.21633691"
"2010","3","Asistencia a la actividad cooperativa y mutual","0"
"2010","3","Programa social agropecuario","8.29333853"
"2010","3","Monotributo social","0"
"2010","3","Programa de empleo comunitario","39.117877"
"2010","3","Acciones de empleo","57.8215813799999"
"2010","3","Acciones de capacitación laboral","21.46083139"
"2010","3","Asignaciones familiares","1746.21211005"
"2010","3","Inclusión social","2.87685765"
"2010","3","Jefes de hogar","33.12200775"
"2010","4","Pensiones no contributivas por invalidez sin bonos","297.023803384"
"2010","4","Pensiones no contributivas por invalidez con bonos","297.023803384"
"2010","4","Pensiones no contributivas por vejez sin bonos","36.165886106"
"2010","4","Pensiones no contributivas por vejez con bonos","36.165886106"
"2010","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","249.215339768333"
"2010","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","249.215339768333"
"2010","4","Prestaciones previsionales por moratoria previsional sin bonos","2174.45910946"
"2010","4","Prestaciones previsionales por moratoria previsional con bonos","2174.45910946"
"2010","4","Políticas alimentarias","0.031516"
"2010","4","Apoyo al empleo","36.45188"
"2010","4","Abordaje territorial","12.74544894"
"2010","4","Economía social","11.01900621"
"2010","4","Asistencia a la actividad cooperativa y mutual","0.0308875"
"2010","4","Programa social agropecuario","7.63248931"
"2010","4","Monotributo social","0"
"2010","4","Programa de empleo comunitario","36.889052"
"2010","4","Acciones de empleo","91.7365308799999"
"2010","4","Acciones de capacitación laboral","0.90681437"
"2010","4","Asignaciones familiares","513.49023698"
"2010","4","Inclusión social","0"
"2010","4","Jefes de hogar","2.96210775"
"2010","5","Pensiones no contributivas por invalidez sin bonos","300.460481167"
"2010","5","Pensiones no contributivas por invalidez con bonos","300.460481167"
"2010","5","Pensiones no contributivas por vejez sin bonos","36.165886106"
"2010","5","Pensiones no contributivas por vejez con bonos","36.165886106"
"2010","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","250.908068418333"
"2010","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","250.908068418333"
"2010","5","Prestaciones previsionales por moratoria previsional sin bonos","2216.32659914"
"2010","5","Prestaciones previsionales por moratoria previsional con bonos","2216.32659914"
"2010","5","Políticas alimentarias","43.5734785"
"2010","5","Apoyo al empleo","99.79732"
"2010","5","Abordaje territorial","27.46596245"
"2010","5","Economía social","3.24290141"
"2010","5","Asistencia a la actividad cooperativa y mutual","0.00079665"
"2010","5","Programa social agropecuario","5.40906883"
"2010","5","Monotributo social","0"
"2010","5","Programa de empleo comunitario","34.958327"
"2010","5","Acciones de empleo","84.84984543"
"2010","5","Acciones de capacitación laboral","1.33713597"
"2010","5","Asignaciones familiares","4.0603465"
"2010","5","Inclusión social","0"
"2010","5","Jefes de hogar","3.8500365"
"2010","6","Pensiones no contributivas por invalidez sin bonos","458.03196327"
"2010","6","Pensiones no contributivas por invalidez con bonos","458.03196327"
"2010","6","Pensiones no contributivas por vejez sin bonos","54.248829159"
"2010","6","Pensiones no contributivas por vejez con bonos","54.248829159"
"2010","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","379.1589988025"
"2010","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","379.1589988025"
"2010","6","Prestaciones previsionales por moratoria previsional sin bonos","3341.2399798"
"2010","6","Prestaciones previsionales por moratoria previsional con bonos","3341.2399798"
"2010","6","Políticas alimentarias","20.46632791"
"2010","6","Apoyo al empleo","262.68152"
"2010","6","Abordaje territorial","40.69883881"
"2010","6","Economía social","35.582083"
"2010","6","Asistencia a la actividad cooperativa y mutual","0.591765"
"2010","6","Programa social agropecuario","14.89158133"
"2010","6","Formulación de políticas de desarrollo rural","0.05"
"2010","6","Monotributo social","0"
"2010","6","Programa de empleo comunitario","35.840282"
"2010","6","Acciones de empleo","68.60601258"
"2010","6","Acciones de capacitación laboral","27.05145244"
"2010","6","Asignaciones familiares","525.90891067"
"2010","6","Inclusión social","4.63143538"
"2010","6","Jefes de hogar","8.6365075"
"2010","7","Pensiones no contributivas por invalidez sin bonos","313.391227268"
"2010","7","Pensiones no contributivas por invalidez con bonos","313.391227268"
"2010","7","Pensiones no contributivas por vejez sin bonos","36.165886106"
"2010","7","Pensiones no contributivas por vejez con bonos","36.165886106"
"2010","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","255.940601718333"
"2010","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","255.940601718333"
"2010","7","Prestaciones previsionales por moratoria previsional sin bonos","2249.12730379"
"2010","7","Prestaciones previsionales por moratoria previsional con bonos","2249.12730379"
"2010","7","Políticas alimentarias","0.512855"
"2010","7","Apoyo al empleo","56.1788"
"2010","7","Abordaje territorial","40.64061273"
"2010","7","Economía social","22.32499129"
"2010","7","Asistencia a la actividad cooperativa y mutual","0.0026"
"2010","7","Programa social agropecuario","0"
"2010","7","Formulación de políticas de desarrollo rural","0"
"2010","7","Monotributo social","0"
"2010","7","Programa de empleo comunitario","36.521052"
"2010","7","Acciones de empleo","67.82128882"
"2010","7","Acciones de capacitación laboral","0.50605429"
"2010","7","Asignaciones familiares","558.425069"
"2010","7","Inclusión social","0"
"2010","7","Jefes de hogar","2.44744798"
"2010","8","Pensiones no contributivas por invalidez sin bonos","322.165326441"
"2010","8","Pensiones no contributivas por invalidez con bonos","322.165326441"
"2010","8","Pensiones no contributivas por vejez sin bonos","36.165886106"
"2010","8","Pensiones no contributivas por vejez con bonos","36.165886106"
"2010","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","258.555334868333"
"2010","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","258.555334868333"
"2010","8","Prestaciones previsionales por moratoria previsional sin bonos","2274.27904607"
"2010","8","Prestaciones previsionales por moratoria previsional con bonos","2274.27904607"
"2010","8","Políticas alimentarias","31.82660596"
