"anio","mes","programa_ejecucion_mensual","ejecucion_mensual_millones_pesos_corrientes"
"2007","10","Ellas hacen + Argentina trabaja","0"
"2007","10","Hacemos futuro","0"
"2007","10","Potenciar trabajo","0"
"2007","10","Monotributo social","0"
"2007","10","Programa de empleo comunitario","30.180135"
"2007","10","Programa de recuperación productiva","0"
"2007","10","Seguro de capacitación y empleo","16.835822"
"2007","10","Asistencia al trabajo, empleo y producción","0"
"2007","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2007","10","Ingreso familiar de emergencia","0"
"2007","10","Programa de respaldo a estudiantes de Argentina","0"
"2007","10","Jefes de hogar","127.48128985"
"2007","11","Pensiones no contributivas por invalidez","93.46501336"
"2007","11","Pensiones no contributivas por vejez","39.45467472"
"2007","11","Pensiones no contributivas para madres de 7 o más hijos","91.63067921"
"2007","11","Pensión universal para el adulto mayor","0"
"2007","11","Prestaciones previsionales por moratoria previsional","264.92792525"
"2007","11","Tarjetas alimentarias","0"
"2007","11","Prestación Alimentar","0"
"2007","11","Proyectos productivos comunitarios","0"
"2007","11","Ellas hacen + Argentina trabaja","0"
"2007","11","Hacemos futuro","0"
"2007","11","Potenciar trabajo","0"
"2007","11","Monotributo social","0"
"2007","11","Programa de empleo comunitario","30.37596"
"2007","11","Programa de recuperación productiva","0"
"2007","11","Seguro de capacitación y empleo","20.87991376"
"2007","11","Asistencia al trabajo, empleo y producción","0"
"2007","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2007","11","Ingreso familiar de emergencia","0"
"2007","11","Programa de respaldo a estudiantes de Argentina","0"
"2007","11","Jefes de hogar","114.54893599"
"2007","12","Pensiones no contributivas por invalidez","144.38615496"
"2007","12","Pensiones no contributivas por vejez","59.18201208"
"2007","12","Pensiones no contributivas para madres de 7 o más hijos","139.1613606"
"2007","12","Pensión universal para el adulto mayor","0"
"2007","12","Prestaciones previsionales por moratoria previsional","3615.41722744"
"2007","12","Tarjetas alimentarias","0"
"2007","12","Prestación Alimentar","0"
"2007","12","Proyectos productivos comunitarios","0"
"2007","12","Ellas hacen + Argentina trabaja","0"
"2007","12","Hacemos futuro","0"
"2007","12","Potenciar trabajo","0"
"2007","12","Monotributo social","0"
"2007","12","Programa de empleo comunitario","30.01221"
"2007","12","Programa de recuperación productiva","0"
"2007","12","Seguro de capacitación y empleo","44.562187"
"2007","12","Asistencia al trabajo, empleo y producción","0"
"2007","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2007","12","Ingreso familiar de emergencia","0"
"2007","12","Programa de respaldo a estudiantes de Argentina","0"
"2007","12","Jefes de hogar","111.69619755"
"2008","1","Pensiones no contributivas por invalidez","97.26672938"
"2008","1","Pensiones no contributivas por vejez","34.72646112"
"2008","1","Pensiones no contributivas para madres de 7 o más hijos","95.09440123"
"2008","1","Pensión universal para el adulto mayor","0"
"2008","1","Prestaciones previsionales por moratoria previsional","1150.57472733"
"2008","1","Tarjetas alimentarias","0"
"2008","1","Prestación Alimentar","0"
"2008","1","Proyectos productivos comunitarios","0"
"2008","1","Ellas hacen + Argentina trabaja","0"
"2008","1","Hacemos futuro","0"
"2008","1","Potenciar trabajo","0"
"2008","1","Monotributo social","0"
"2008","1","Programa de empleo comunitario","29.81931"
"2008","1","Programa de recuperación productiva","0"
"2008","1","Seguro de capacitación y empleo","18.318162"
"2008","1","Asistencia al trabajo, empleo y producción","0"
"2008","1","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2008","1","Ingreso familiar de emergencia","0"
"2008","1","Programa de respaldo a estudiantes de Argentina","0"
"2008","1","Jefes de hogar","103.588188"
"2008","2","Pensiones no contributivas por invalidez","98.63385158"
"2008","2","Pensiones no contributivas por vejez","34.72646112"
"2008","2","Pensiones no contributivas para madres de 7 o más hijos","96.89614186"
"2008","2","Pensión universal para el adulto mayor","0"
"2008","2","Prestaciones previsionales por moratoria previsional","1115.68713526"
"2008","2","Tarjetas alimentarias","0"
"2008","2","Prestación Alimentar","0"
"2008","2","Proyectos productivos comunitarios","0"
"2008","2","Ellas hacen + Argentina trabaja","0"
"2008","2","Hacemos futuro","0"
"2008","2","Potenciar trabajo","0"
"2008","2","Monotributo social","0"
"2008","2","Programa de empleo comunitario","30.31251"
"2008","2","Programa de recuperación productiva","0"
"2008","2","Seguro de capacitación y empleo","16.121912"
"2008","2","Asistencia al trabajo, empleo y producción","0"
"2008","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2008","2","Ingreso familiar de emergencia","0"
"2008","2","Programa de respaldo a estudiantes de Argentina","0"
"2008","2","Jefes de hogar","112.68099386"
"2008","3","Pensiones no contributivas por invalidez","112.2330055"
"2008","3","Pensiones no contributivas por vejez","38.1513265"
"2008","3","Pensiones no contributivas para madres de 7 o más hijos","109.10605962"
"2008","3","Pensión universal para el adulto mayor","0"
"2008","3","Prestaciones previsionales por moratoria previsional","1205.46649258"
"2008","3","Tarjetas alimentarias","0"
"2008","3","Prestación Alimentar","0"
"2008","3","Proyectos productivos comunitarios","0"
"2008","3","Ellas hacen + Argentina trabaja","0"
"2008","3","Hacemos futuro","0"
"2008","3","Potenciar trabajo","0"
"2008","3","Monotributo social","0"
"2008","3","Programa de empleo comunitario","29.754727"
"2008","3","Programa de recuperación productiva","0"
"2008","3","Seguro de capacitación y empleo","18.755037"
"2008","3","Asistencia al trabajo, empleo y producción","0"
"2008","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2008","3","Ingreso familiar de emergencia","0"
"2008","3","Programa de respaldo a estudiantes de Argentina","0"
"2008","3","Jefes de hogar","128.437088"
"2008","4","Pensiones no contributivas por invalidez","114.7470527"
"2008","4","Pensiones no contributivas por vejez","38.1513265"
"2008","4","Pensiones no contributivas para madres de 7 o más hijos","111.61956775"
"2008","4","Pensión universal para el adulto mayor","0"
"2008","4","Prestaciones previsionales por moratoria previsional","1247.33694975"
"2008","4","Tarjetas alimentarias","0"
"2008","4","Prestación Alimentar","0"
"2008","4","Proyectos productivos comunitarios","0"
"2008","4","Ellas hacen + Argentina trabaja","0"
"2008","4","Hacemos futuro","0"
"2008","4","Potenciar trabajo","0"
"2008","4","Monotributo social","0"
"2008","4","Programa de empleo comunitario","29.873827"
"2008","4","Programa de recuperación productiva","0"
"2008","4","Seguro de capacitación y empleo","18.755737"
"2008","4","Asistencia al trabajo, empleo y producción","0"
"2008","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2008","4","Ingreso familiar de emergencia","0"
"2008","4","Programa de respaldo a estudiantes de Argentina","0"
"2008","4","Jefes de hogar","103.5005605"
"2008","5","Pensiones no contributivas por invalidez","117.6847539"
"2008","5","Pensiones no contributivas por vejez","38.1513265"
"2008","5","Pensiones no contributivas para madres de 7 o más hijos","114.95236982"
"2008","5","Pensión universal para el adulto mayor","0"
"2008","5","Prestaciones previsionales por moratoria previsional","1303.07037499"
"2008","5","Tarjetas alimentarias","0"
"2008","5","Prestación Alimentar","0"
"2008","5","Proyectos productivos comunitarios","0"
"2008","5","Ellas hacen + Argentina trabaja","0"
"2008","5","Hacemos futuro","0"
"2008","5","Potenciar trabajo","0"
"2008","5","Monotributo social","0"
"2008","5","Programa de empleo comunitario","29.726827"
"2008","5","Programa de recuperación productiva","0"
"2008","5","Seguro de capacitación y empleo","18.468412"
"2008","5","Asistencia al trabajo, empleo y producción","0"
"2008","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2008","5","Ingreso familiar de emergencia","0"
"2008","5","Programa de respaldo a estudiantes de Argentina","0"
"2008","5","Jefes de hogar","102.819738"
"2008","6","Pensiones no contributivas por invalidez","179.6287458"
"2008","6","Pensiones no contributivas por vejez","57.22698975"
"2008","6","Pensiones no contributivas para madres de 7 o más hijos","177.91685961"
"2008","6","Pensión universal para el adulto mayor","0"
"2008","6","Prestaciones previsionales por moratoria previsional","1908.86076142"
"2008","6","Tarjetas alimentarias","0"
"2008","6","Prestación Alimentar","0"
"2008","6","Proyectos productivos comunitarios","0"
"2008","6","Ellas hacen + Argentina trabaja","0"
"2008","6","Hacemos futuro","0"
"2008","6","Potenciar trabajo","0"
"2008","6","Monotributo social","0"
"2008","6","Programa de empleo comunitario","32.088602"
"2008","6","Programa de recuperación productiva","0"
"2008","6","Seguro de capacitación y empleo","18.856937"
"2008","6","Asistencia al trabajo, empleo y producción","0"
"2008","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2008","6","Ingreso familiar de emergencia","0"
"2008","6","Programa de respaldo a estudiantes de Argentina","0"
"2008","6","Jefes de hogar","100.656938"
"2008","7","Pensiones no contributivas por invalidez","129.516933"
"2008","7","Pensiones no contributivas por vejez","40.189947"
"2008","7","Pensiones no contributivas para madres de 7 o más hijos","127.26441292"
"2008","7","Pensión universal para el adulto mayor","0"
"2008","7","Prestaciones previsionales por moratoria previsional","1399.91302377"
"2008","7","Tarjetas alimentarias","0"
"2008","7","Prestación Alimentar","0"
"2008","7","Proyectos productivos comunitarios","0"
"2008","7","Ellas hacen + Argentina trabaja","0"
"2008","7","Hacemos futuro","0"
"2008","7","Potenciar trabajo","0"
"2008","7","Monotributo social","0"
"2008","7","Programa de empleo comunitario","39.305992"
"2008","7","Programa de recuperación productiva","0"
"2008","7","Seguro de capacitación y empleo","17.884095"
"2008","7","Asistencia al trabajo, empleo y producción","0"
"2008","7","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2008","7","Ingreso familiar de emergencia","0"
"2008","7","Programa de respaldo a estudiantes de Argentina","0"
"2008","7","Jefes de hogar","92.90971889"
"2008","8","Pensiones no contributivas por invalidez","132.4016988"
"2008","8","Pensiones no contributivas por vejez","40.189947"
"2008","8","Pensiones no contributivas para madres de 7 o más hijos","128.28082931"
"2008","8","Pensión universal para el adulto mayor","0"
"2008","8","Prestaciones previsionales por moratoria previsional","1395.67293236"
"2008","8","Tarjetas alimentarias","0"
"2008","8","Prestación Alimentar","0"
"2008","8","Proyectos productivos comunitarios","0"
"2008","8","Ellas hacen + Argentina trabaja","0"
"2008","8","Hacemos futuro","0"
"2008","8","Potenciar trabajo","0"
"2008","8","Monotributo social","0"
"2008","8","Programa de empleo comunitario","42.173377"
"2008","8","Programa de recuperación productiva","0"
"2008","8","Seguro de capacitación y empleo","17.5352925"
"2008","8","Asistencia al trabajo, empleo y producción","0"
"2008","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2008","8","Ingreso familiar de emergencia","0"
"2008","8","Programa de respaldo a estudiantes de Argentina","0"
"2008","8","Jefes de hogar","64.51873202"
"2008","9","Pensiones no contributivas por invalidez","133.8550458"
"2008","9","Pensiones no contributivas por vejez","40.189947"
"2008","9","Pensiones no contributivas para madres de 7 o más hijos","132.18529281"
"2008","9","Pensión universal para el adulto mayor","0"
"2008","9","Prestaciones previsionales por moratoria previsional","1374.4088396"
"2008","9","Tarjetas alimentarias","0"
"2008","9","Prestación Alimentar","0"
"2008","9","Proyectos productivos comunitarios","0"
"2008","9","Ellas hacen + Argentina trabaja","0"
"2008","9","Hacemos futuro","0"
"2008","9","Potenciar trabajo","0"
"2008","9","Monotributo social","0"
"2008","9","Programa de empleo comunitario","47.892812"
"2008","9","Programa de recuperación productiva","0"
"2008","9","Seguro de capacitación y empleo","17.578745"
"2008","9","Asistencia al trabajo, empleo y producción","0"
"2008","9","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2008","9","Ingreso familiar de emergencia","0"
"2008","9","Programa de respaldo a estudiantes de Argentina","0"
"2008","9","Jefes de hogar","101.53301004"
"2008","10","Pensiones no contributivas por invalidez","136.358628"
"2008","10","Pensiones no contributivas por vejez","40.189947"
"2008","10","Pensiones no contributivas para madres de 7 o más hijos","134.52543252"
"2008","10","Pensión universal para el adulto mayor","0"
"2008","10","Prestaciones previsionales por moratoria previsional","1434.95307705"
"2008","10","Tarjetas alimentarias","0"
"2008","10","Prestación Alimentar","0"
"2008","10","Proyectos productivos comunitarios","0"
"2008","10","Ellas hacen + Argentina trabaja","0"
"2008","10","Hacemos futuro","0"
"2008","10","Potenciar trabajo","0"
"2008","10","Monotributo social","0"
"2008","10","Programa de empleo comunitario","48.585962"
"2008","10","Programa de recuperación productiva","0"
"2008","10","Seguro de capacitación y empleo","18.724671"
"2008","10","Asistencia al trabajo, empleo y producción","0"
"2008","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2008","10","Ingreso familiar de emergencia","0"
"2008","10","Programa de respaldo a estudiantes de Argentina","0"
"2008","10","Jefes de hogar","82.7868379"
"2008","11","Pensiones no contributivas por invalidez","138.752376"
"2008","11","Pensiones no contributivas por vejez","40.189947"
"2008","11","Pensiones no contributivas para madres de 7 o más hijos","137.18251898"
"2008","11","Pensión universal para el adulto mayor","0"
"2008","11","Prestaciones previsionales por moratoria previsional","1448.94941746"
"2008","11","Tarjetas alimentarias","0"
"2008","11","Prestación Alimentar","0"
"2008","11","Proyectos productivos comunitarios","0"
"2008","11","Ellas hacen + Argentina trabaja","0"
"2008","11","Hacemos futuro","0"
"2008","11","Potenciar trabajo","0"
"2008","11","Monotributo social","0"
"2008","11","Programa de empleo comunitario","48.731462"
"2008","11","Programa de recuperación productiva","0"
"2008","11","Seguro de capacitación y empleo","19.343641"
"2008","11","Asistencia al trabajo, empleo y producción","0"
"2008","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2008","11","Ingreso familiar de emergencia","0"
"2008","11","Programa de respaldo a estudiantes de Argentina","0"
"2008","11","Jefes de hogar","70.204275"
"2008","12","Pensiones no contributivas por invalidez","243.9904552"
"2008","12","Pensiones no contributivas por vejez","68.4352205"
"2008","12","Pensiones no contributivas para madres de 7 o más hijos","212.000510865"
"2008","12","Pensión universal para el adulto mayor","0"
"2008","12","Prestaciones previsionales por moratoria previsional","2129.64047708"
"2008","12","Tarjetas alimentarias","0"
"2008","12","Prestación Alimentar","0"
"2008","12","Proyectos productivos comunitarios","0"
"2008","12","Ellas hacen + Argentina trabaja","0"
"2008","12","Hacemos futuro","0"
"2008","12","Potenciar trabajo","0"
"2008","12","Monotributo social","0"
"2008","12","Programa de empleo comunitario","80.156297"
"2008","12","Programa de recuperación productiva","0"
"2008","12","Seguro de capacitación y empleo","48.3171285"
"2008","12","Asistencia al trabajo, empleo y producción","0"
"2008","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2008","12","Ingreso familiar de emergencia","0"
"2008","12","Programa de respaldo a estudiantes de Argentina","0"
"2008","12","Jefes de hogar","141.64181441"
"2009","1","Pensiones no contributivas por invalidez","149.046555"
"2009","1","Pensiones no contributivas por vejez","35.0541114"
"2009","1","Pensiones no contributivas para madres de 7 o más hijos","144.95711896"
"2009","1","Pensión universal para el adulto mayor","0"
"2009","1","Prestaciones previsionales por moratoria previsional","0"
"2009","1","Tarjetas alimentarias","0"
"2009","1","Prestación Alimentar","0"
"2009","1","Proyectos productivos comunitarios","0"
"2009","1","Ellas hacen + Argentina trabaja","0"
"2009","1","Hacemos futuro","0"
"2009","1","Potenciar trabajo","0"
"2009","1","Monotributo social","0"
"2009","1","Programa de empleo comunitario","48.118047"
"2009","1","Programa de recuperación productiva","0"
"2009","1","Seguro de capacitación y empleo","0"
"2009","1","Asistencia al trabajo, empleo y producción","0"
"2009","1","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2009","1","Ingreso familiar de emergencia","0"
"2009","1","Programa de respaldo a estudiantes de Argentina","0"
"2009","1","Jefes de hogar","0.28442505"
"2009","2","Pensiones no contributivas por invalidez","152.6199822"
"2009","2","Pensiones no contributivas por vejez","35.0541114"
"2009","2","Pensiones no contributivas para madres de 7 o más hijos","147.09290396"
"2009","2","Pensión universal para el adulto mayor","0"
"2009","2","Prestaciones previsionales por moratoria previsional","2966.98151971"
"2009","2","Tarjetas alimentarias","0"
"2009","2","Prestación Alimentar","0"
"2009","2","Proyectos productivos comunitarios","0"
"2009","2","Ellas hacen + Argentina trabaja","0"
"2009","2","Hacemos futuro","0"
"2009","2","Potenciar trabajo","0"
"2009","2","Monotributo social","0"
"2009","2","Programa de empleo comunitario","48.504065"
"2009","2","Programa de recuperación productiva","0"
"2009","2","Seguro de capacitación y empleo","17.6719885"
"2009","2","Asistencia al trabajo, empleo y producción","0"
"2009","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2009","2","Ingreso familiar de emergencia","0"
"2009","2","Programa de respaldo a estudiantes de Argentina","0"
"2009","2","Jefes de hogar","217.81476295"
"2009","3","Pensiones no contributivas por invalidez","174.58401507"
"2009","3","Pensiones no contributivas por vejez","39.15176373"
"2009","3","Pensiones no contributivas para madres de 7 o más hijos","167.32548224"
"2009","3","Pensión universal para el adulto mayor","0"
"2009","3","Prestaciones previsionales por moratoria previsional","1656.96435223"
"2009","3","Tarjetas alimentarias","0"
"2009","3","Prestación Alimentar","0"
"2009","3","Proyectos productivos comunitarios","0"
"2009","3","Ellas hacen + Argentina trabaja","0"
"2009","3","Hacemos futuro","0"
"2009","3","Potenciar trabajo","0"
"2009","3","Monotributo social","0"
"2009","3","Programa de empleo comunitario","48.925015"
"2009","3","Programa de recuperación productiva","0"
"2009","3","Seguro de capacitación y empleo","15.95728356"
"2009","3","Asistencia al trabajo, empleo y producción","0"
"2009","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2009","3","Ingreso familiar de emergencia","0"
"2009","3","Programa de respaldo a estudiantes de Argentina","0"
"2009","3","Jefes de hogar","70.54687445"
"2009","4","Pensiones no contributivas por invalidez","176.29939008"
"2009","4","Pensiones no contributivas por vejez","39.15176373"
"2009","4","Pensiones no contributivas para madres de 7 o más hijos","169.23397051"
"2009","4","Pensión universal para el adulto mayor","0"
"2009","4","Prestaciones previsionales por moratoria previsional","1655.70561783"
"2009","4","Tarjetas alimentarias","0"
"2009","4","Prestación Alimentar","0"
"2009","4","Proyectos productivos comunitarios","0"
"2009","4","Ellas hacen + Argentina trabaja","0"
"2009","4","Hacemos futuro","0"
"2009","4","Potenciar trabajo","0"
"2009","4","Monotributo social","0"
"2009","4","Programa de empleo comunitario","49.983515"
"2009","4","Programa de recuperación productiva","0"
"2009","4","Seguro de capacitación y empleo","15.6331925"
"2009","4","Asistencia al trabajo, empleo y producción","0"
"2009","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2009","4","Ingreso familiar de emergencia","0"
"2009","4","Programa de respaldo a estudiantes de Argentina","0"
"2009","4","Jefes de hogar","68.8022425"
"2009","5","Pensiones no contributivas por invalidez","180.13430412"
"2009","5","Pensiones no contributivas por vejez","39.15176373"
"2009","5","Pensiones no contributivas para madres de 7 o más hijos","170.55858572"
"2009","5","Pensión universal para el adulto mayor","0"
"2009","5","Prestaciones previsionales por moratoria previsional","1653.38264415"
"2009","5","Tarjetas alimentarias","0"
"2009","5","Prestación Alimentar","0"
"2009","5","Proyectos productivos comunitarios","0"
"2009","5","Ellas hacen + Argentina trabaja","0"
"2009","5","Hacemos futuro","0"
"2009","5","Potenciar trabajo","0"
"2009","5","Monotributo social","0"
"2009","5","Programa de empleo comunitario","54.914765"
"2009","5","Programa de recuperación productiva","0"
"2009","5","Seguro de capacitación y empleo","16.120922"
"2009","5","Asistencia al trabajo, empleo y producción","0"
"2009","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2009","5","Ingreso familiar de emergencia","0"
"2009","5","Programa de respaldo a estudiantes de Argentina","0"
"2009","5","Jefes de hogar","50.8934046"
"2009","6","Pensiones no contributivas por invalidez","290.82642057"
"2009","6","Pensiones no contributivas por vejez","58.727645595"
"2009","6","Pensiones no contributivas para madres de 7 o más hijos","271.383232005"
"2009","6","Pensión universal para el adulto mayor","0"
"2009","6","Prestaciones previsionales por moratoria previsional","2609.95600063"
"2009","6","Tarjetas alimentarias","0"
"2009","6","Prestación Alimentar","0"
"2009","6","Proyectos productivos comunitarios","0"
"2009","6","Ellas hacen + Argentina trabaja","0"
"2009","6","Hacemos futuro","0"
"2009","6","Potenciar trabajo","0"
"2009","6","Monotributo social","0"
"2009","6","Programa de empleo comunitario","63.609965"
"2009","6","Programa de recuperación productiva","0"
"2009","6","Seguro de capacitación y empleo","21.71045462"
"2009","6","Asistencia al trabajo, empleo y producción","0"
"2009","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2009","6","Ingreso familiar de emergencia","0"
"2009","6","Programa de respaldo a estudiantes de Argentina","0"
"2009","6","Jefes de hogar","77.68850846"
"2009","7","Pensiones no contributivas por invalidez","206.81567955"
"2009","7","Pensiones no contributivas por vejez","39.15176373"
"2009","7","Pensiones no contributivas para madres de 7 o más hijos","186.95379218"
"2009","7","Pensión universal para el adulto mayor","0"
"2009","7","Prestaciones previsionales por moratoria previsional","0"
"2009","7","Tarjetas alimentarias","0"
"2009","7","Prestación Alimentar","0"
"2009","7","Proyectos productivos comunitarios","0"
"2009","7","Ellas hacen + Argentina trabaja","0"
"2009","7","Hacemos futuro","0"
"2009","7","Potenciar trabajo","0"
"2009","7","Monotributo social","0"
"2009","7","Programa de empleo comunitario","63.959015"
"2009","7","Programa de recuperación productiva","0"
"2009","7","Seguro de capacitación y empleo","21.0399895"
"2009","7","Asistencia al trabajo, empleo y producción","0"
"2009","7","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2009","7","Ingreso familiar de emergencia","0"
"2009","7","Programa de respaldo a estudiantes de Argentina","0"
"2009","7","Jefes de hogar","64.12231"
"2009","8","Pensiones no contributivas por invalidez","210.22690203"
"2009","8","Pensiones no contributivas por vejez","39.15176373"
"2009","8","Pensiones no contributivas para madres de 7 o más hijos","189.63544709"
"2009","8","Pensión universal para el adulto mayor","0"
"2009","8","Prestaciones previsionales por moratoria previsional","3023.38836688"
"2009","8","Tarjetas alimentarias","0"
"2009","8","Prestación Alimentar","0"
"2009","8","Proyectos productivos comunitarios","0"
"2009","8","Ellas hacen + Argentina trabaja","0"
"2009","8","Hacemos futuro","0"
"2009","8","Potenciar trabajo","0"
"2009","8","Monotributo social","0"
"2009","8","Programa de empleo comunitario","62.24926"
"2009","8","Programa de recuperación productiva","0"
"2009","8","Seguro de capacitación y empleo","20.63059599"
"2009","8","Asistencia al trabajo, empleo y producción","0"
"2009","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2009","8","Ingreso familiar de emergencia","0"
"2009","8","Programa de respaldo a estudiantes de Argentina","0"
"2009","8","Jefes de hogar","67.66432782"
"2009","9","Pensiones no contributivas por invalidez","236.18674113"
"2009","9","Pensiones no contributivas por vejez","42.02576541"
"2009","9","Pensiones no contributivas para madres de 7 o más hijos","209.26118436"
"2009","9","Pensión universal para el adulto mayor","0"
"2009","9","Prestaciones previsionales por moratoria previsional","2305.8888759"
"2009","9","Tarjetas alimentarias","0"
"2009","9","Prestación Alimentar","0"
"2009","9","Proyectos productivos comunitarios","0"
"2009","9","Ellas hacen + Argentina trabaja","0"
"2009","9","Hacemos futuro","0"
"2009","9","Potenciar trabajo","0"
"2009","9","Monotributo social","0"
"2009","9","Programa de empleo comunitario","62.35161"
"2009","9","Programa de recuperación productiva","0"
"2009","9","Seguro de capacitación y empleo","22.83008496"
"2009","9","Asistencia al trabajo, empleo y producción","0"
"2009","9","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2009","9","Ingreso familiar de emergencia","0"
"2009","9","Programa de respaldo a estudiantes de Argentina","0"
"2009","9","Jefes de hogar","110.444542"
"2009","10","Pensiones no contributivas por invalidez","244.00914747"
"2009","10","Pensiones no contributivas por vejez","42.02576541"
"2009","10","Pensiones no contributivas para madres de 7 o más hijos","212.14262298"
"2009","10","Pensión universal para el adulto mayor","0"
"2009","10","Prestaciones previsionales por moratoria previsional","1917.8444762"
"2009","10","Tarjetas alimentarias","0"
"2009","10","Prestación Alimentar","0"
"2009","10","Proyectos productivos comunitarios","0"
"2009","10","Ellas hacen + Argentina trabaja","0"
"2009","10","Hacemos futuro","0"
"2009","10","Potenciar trabajo","0"
"2009","10","Monotributo social","0"
"2009","10","Programa de empleo comunitario","61.44786"
"2009","10","Programa de recuperación productiva","0"
"2009","10","Seguro de capacitación y empleo","23.693649"
"2009","10","Asistencia al trabajo, empleo y producción","0"
"2009","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2009","10","Ingreso familiar de emergencia","0"
"2009","10","Programa de respaldo a estudiantes de Argentina","0"
"2009","10","Jefes de hogar","84.79894184"
"2009","11","Pensiones no contributivas por invalidez","252.1353288"
"2009","11","Pensiones no contributivas por vejez","42.02576541"
"2009","11","Pensiones no contributivas para madres de 7 o más hijos","218.05512111"
"2009","11","Pensión universal para el adulto mayor","0"
"2009","11","Prestaciones previsionales por moratoria previsional","1907.53443845"
"2009","11","Tarjetas alimentarias","0"
"2009","11","Prestación Alimentar","0"
"2009","11","Proyectos productivos comunitarios","0"
"2009","11","Ellas hacen + Argentina trabaja","0"
"2009","11","Hacemos futuro","0"
"2009","11","Potenciar trabajo","0"
"2009","11","Monotributo social","0"
"2009","11","Programa de empleo comunitario","60.668382"
"2009","11","Programa de recuperación productiva","0"
"2009","11","Seguro de capacitación y empleo","49.88975314"
"2009","11","Asistencia al trabajo, empleo y producción","0"
"2009","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","199.96863582"
"2009","11","Ingreso familiar de emergencia","0"
"2009","11","Programa de respaldo a estudiantes de Argentina","0"
"2009","11","Jefes de hogar","78.054252"
"2009","12","Pensiones no contributivas por invalidez","458.08161273"
"2009","12","Pensiones no contributivas por vejez","73.698398115"
"2009","12","Pensiones no contributivas para madres de 7 o más hijos","333.22827831"
"2009","12","Pensión universal para el adulto mayor","0"
"2009","12","Prestaciones previsionales por moratoria previsional","2858.98685689"
"2009","12","Tarjetas alimentarias","0"
"2009","12","Prestación Alimentar","0"
"2009","12","Proyectos productivos comunitarios","0"
"2009","12","Ellas hacen + Argentina trabaja","0"
"2009","12","Hacemos futuro","0"
"2009","12","Potenciar trabajo","0"
"2009","12","Monotributo social","0"
"2009","12","Programa de empleo comunitario","60.979925"
"2009","12","Programa de recuperación productiva","0"
"2009","12","Seguro de capacitación y empleo","4.93362287"
"2009","12","Asistencia al trabajo, empleo y producción","0"
"2009","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","122.57663923"
"2009","12","Ingreso familiar de emergencia","0"
"2009","12","Programa de respaldo a estudiantes de Argentina","0"
"2009","12","Jefes de hogar","10.69425678"
"2010","1","Pensiones no contributivas por invalidez","262.93792629"
"2010","1","Pensiones no contributivas por vejez","33.42173958"
"2010","1","Pensiones no contributivas para madres de 7 o más hijos","223.41801323"
"2010","1","Pensión universal para el adulto mayor","0"
"2010","1","Prestaciones previsionales por moratoria previsional","1946.11748067"
"2010","1","Tarjetas alimentarias","0"
"2010","1","Prestación Alimentar","0"
"2010","1","Proyectos productivos comunitarios","0"
"2010","1","Ellas hacen + Argentina trabaja","50.5"
"2010","1","Hacemos futuro","0"
