"anio","mes","programa_ejecucion_mensual","ejecucion_mensual_millones_pesos_constantes"
"2009","8","Pensiones no contributivas por vejez sin bonos","19408.8307690439"
"2009","8","Pensiones no contributivas por vejez con bonos","19408.8307690439"
"2009","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","93966.2438710803"
"2009","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","93966.2438710803"
"2009","8","Prestaciones previsionales por moratoria previsional sin bonos","1498789.42824711"
"2009","8","Prestaciones previsionales por moratoria previsional con bonos","1498789.42824711"
"2009","8","Programa de empleo comunitario","30858.9309353219"
"2009","8","Seguro de capacitación y empleo","10227.2402404452"
"2009","8","Jefes de hogar","33543.351663656"
"2009","9","Pensiones no contributivas por invalidez sin bonos","115735.581857115"
"2009","9","Pensiones no contributivas por invalidez con bonos","115735.581857115"
"2009","9","Pensiones no contributivas por vejez sin bonos","20593.3480380368"
"2009","9","Pensiones no contributivas por vejez con bonos","20593.3480380368"
"2009","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","102494.297248"
"2009","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","102494.297248"
"2009","9","Prestaciones previsionales por moratoria previsional sin bonos","1129923.87637401"
"2009","9","Prestaciones previsionales por moratoria previsional con bonos","1129923.87637401"
"2009","9","Programa de empleo comunitario","30553.3252732581"
"2009","9","Seguro de capacitación y empleo","11187.1210991825"
"2009","9","Jefes de hogar","54119.6613268209"
"2009","10","Pensiones no contributivas por invalidez sin bonos","118338.253068341"
"2009","10","Pensiones no contributivas por invalidez con bonos","118338.253068341"
"2009","10","Pensiones no contributivas por vejez sin bonos","20381.4283053898"
"2009","10","Pensiones no contributivas por vejez con bonos","20381.4283053898"
"2009","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","102820.439299509"
"2009","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","102820.439299509"
"2009","10","Prestaciones previsionales por moratoria previsional sin bonos","930104.731850894"
"2009","10","Prestaciones previsionales por moratoria previsional con bonos","930104.731850894"
"2009","10","Programa de empleo comunitario","29800.6152518444"
"2009","10","Seguro de capacitación y empleo","11490.8040371341"
"2009","10","Jefes de hogar","41125.2831186859"
"2009","11","Pensiones no contributivas por invalidez sin bonos","120680.92286131"
"2009","11","Pensiones no contributivas por invalidez con bonos","120680.92286131"
"2009","11","Pensiones no contributivas por vejez sin bonos","20115.0207555111"
"2009","11","Pensiones no contributivas por vejez con bonos","20115.0207555111"
"2009","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","104288.833564232"
"2009","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","104288.833564232"
"2009","11","Prestaciones previsionales por moratoria previsional sin bonos","913012.502568733"
"2009","11","Prestaciones previsionales por moratoria previsional con bonos","913012.502568733"
"2009","11","Programa de empleo comunitario","29038.0032780036"
"2009","11","Seguro de capacitación y empleo","23878.9756288228"
"2009","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","95711.9624920782"
"2009","11","Jefes de hogar","37359.4869472227"
"2009","12","Pensiones no contributivas por invalidez sin bonos","184070.498869227"
"2009","12","Pensiones no contributivas por invalidez con bonos","215400.915837035"
"2009","12","Pensiones no contributivas por vejez sin bonos","29642.2789583498"
"2009","12","Pensiones no contributivas por vejez con bonos","34654.7422215721"
"2009","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","156544.866224821"
"2009","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","175307.200746691"
"2009","12","Prestaciones previsionales por moratoria previsional sin bonos","1344362.35279407"
"2009","12","Prestaciones previsionales por moratoria previsional con bonos","1499448.94657383"
"2009","12","Programa de empleo comunitario","28674.1840902978"
"2009","12","Seguro de capacitación y empleo","2319.90463101559"
"2009","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","57638.3968732503"
"2009","12","Jefes de hogar","5028.68915661401"
"2010","1","Pensiones no contributivas por invalidez sin bonos","120802.991925917"
"2010","1","Pensiones no contributivas por invalidez con bonos","120802.991925917"
"2010","1","Pensiones no contributivas por vejez sin bonos","15355.1279751817"
"2010","1","Pensiones no contributivas por vejez con bonos","15355.1279751817"
"2010","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","102778.476803043"
"2010","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","102778.476803043"
"2010","1","Prestaciones previsionales por moratoria previsional sin bonos","894114.058960731"
"2010","1","Prestaciones previsionales por moratoria previsional con bonos","894114.058960731"
"2010","1","Ellas hacen + Argentina trabaja","23201.456451628"
"2010","1","Programa de empleo comunitario","24253.7114169265"
"2010","1","Seguro de capacitación y empleo","0"
"2010","1","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2010","1","Jefes de hogar","20197.9963278235"
"2010","2","Pensiones no contributivas por invalidez sin bonos","118620.323059063"
"2010","2","Pensiones no contributivas por invalidez con bonos","118620.323059063"
"2010","2","Pensiones no contributivas por vejez sin bonos","14918.3809809524"
"2010","2","Pensiones no contributivas por vejez con bonos","14918.3809809524"
"2010","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","100124.323242283"
"2010","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","100124.323242283"
"2010","2","Prestaciones previsionales por moratoria previsional sin bonos","879051.870678599"
"2010","2","Prestaciones previsionales por moratoria previsional con bonos","879051.870678599"
"2010","2","Ellas hacen + Argentina trabaja","22302.8249601317"
"2010","2","Programa de empleo comunitario","18662.270043238"
"2010","2","Seguro de capacitación y empleo","12714.8365881661"
"2010","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2010","2","Jefes de hogar","5225.9158316285"
"2010","3","Pensiones no contributivas por invalidez sin bonos","127059.64491061"
"2010","3","Pensiones no contributivas por invalidez con bonos","127059.64491061"
"2010","3","Pensiones no contributivas por vejez sin bonos","15691.9920256144"
"2010","3","Pensiones no contributivas por vejez con bonos","15691.9920256144"
"2010","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","106831.91482505"
"2010","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","106831.91482505"
"2010","3","Prestaciones previsionales por moratoria previsional sin bonos","890210.013353685"
"2010","3","Prestaciones previsionales por moratoria previsional con bonos","890210.013353685"
"2010","3","Ellas hacen + Argentina trabaja","65098.0820420633"
"2010","3","Programa de empleo comunitario","16972.8293714094"
"2010","3","Seguro de capacitación y empleo","11925.853481085"
"2010","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","757662.799291676"
"2010","3","Jefes de hogar","14371.2856906639"
"2010","4","Pensiones no contributivas por invalidez sin bonos","126656.01892026"
"2010","4","Pensiones no contributivas por invalidez con bonos","126656.01892026"
"2010","4","Pensiones no contributivas por vejez sin bonos","15421.7510607645"
"2010","4","Pensiones no contributivas por vejez con bonos","15421.7510607645"
"2010","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","106269.674111302"
"2010","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","106269.674111302"
"2010","4","Prestaciones previsionales por moratoria previsional sin bonos","927226.474684399"
"2010","4","Prestaciones previsionales por moratoria previsional con bonos","927226.474684399"
"2010","4","Ellas hacen + Argentina trabaja","15543.7037380815"
"2010","4","Programa de empleo comunitario","15730.1213398783"
"2010","4","Seguro de capacitación y empleo","11064.7073957279"
"2010","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","218961.000530408"
"2010","4","Jefes de hogar","1263.09329741772"
"2010","5","Pensiones no contributivas por invalidez sin bonos","126626.137970654"
"2010","5","Pensiones no contributivas por invalidez con bonos","126626.137970654"
"2010","5","Pensiones no contributivas por vejez sin bonos","15241.7598018287"
"2010","5","Pensiones no contributivas por vejez con bonos","15241.7598018287"
"2010","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","105742.757137605"
"2010","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","105742.757137605"
"2010","5","Prestaciones previsionales por moratoria previsional sin bonos","934049.218854658"
"2010","5","Prestaciones previsionales por moratoria previsional con bonos","934049.218854658"
"2010","5","Ellas hacen + Argentina trabaja","42058.60671706"
"2010","5","Programa de empleo comunitario","14732.8457996606"
"2010","5","Seguro de capacitación y empleo","10163.2632972948"
"2010","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","1711.19341259356"
"2010","5","Jefes de hogar","1622.5603152452"
"2010","6","Pensiones no contributivas por invalidez sin bonos","189989.289790642"
"2010","6","Pensiones no contributivas por invalidez con bonos","189989.289790642"
"2010","6","Pensiones no contributivas por vejez sin bonos","22502.1338037422"
"2010","6","Pensiones no contributivas por vejez con bonos","22502.1338037422"
"2010","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","157273.191997201"
"2010","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","157273.191997201"
"2010","6","Prestaciones previsionales por moratoria previsional sin bonos","1385929.06540913"
"2010","6","Prestaciones previsionales por moratoria previsional con bonos","1385929.06540913"
"2010","6","Ellas hacen + Argentina trabaja","108958.936117974"
"2010","6","Programa de empleo comunitario","14866.3636364225"
"2010","6","Seguro de capacitación y empleo","8364.01804042738"
"2010","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","218144.29656706"
"2010","6","Jefes de hogar","3582.37864991381"
"2010","7","Pensiones no contributivas por invalidez sin bonos","127567.690225603"
"2010","7","Pensiones no contributivas por invalidez con bonos","127567.690225603"
"2010","7","Pensiones no contributivas por vejez sin bonos","14721.5306431003"
"2010","7","Pensiones no contributivas por vejez con bonos","14721.5306431003"
"2010","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","104182.084740484"
"2010","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","104182.084740484"
"2010","7","Prestaciones previsionales por moratoria previsional sin bonos","915520.123741276"
"2010","7","Prestaciones previsionales por moratoria previsional con bonos","915520.123741276"
"2010","7","Ellas hacen + Argentina trabaja","22867.901626096"
"2010","7","Programa de empleo comunitario","14866.1029501794"
"2010","7","Seguro de capacitación y empleo","8598.77938328266"
"2010","7","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","227310.115976808"
"2010","7","Jefes de hogar","996.247688480841"
"2010","8","Pensiones no contributivas por invalidez sin bonos","129174.087064446"
"2010","8","Pensiones no contributivas por invalidez con bonos","129174.087064446"
"2010","8","Pensiones no contributivas por vejez sin bonos","14500.9252616602"
"2010","8","Pensiones no contributivas por vejez con bonos","14500.9252616602"
"2010","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","103669.285910492"
"2010","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","103669.285910492"
"2010","8","Prestaciones previsionales por moratoria previsional sin bonos","911885.592255667"
"2010","8","Prestaciones previsionales por moratoria previsional con bonos","911885.592255667"
"2010","8","Ellas hacen + Argentina trabaja","56101.9241163876"
"2010","8","Programa de empleo comunitario","15610.6572673069"
"2010","8","Seguro de capacitación y empleo","8377.17526020212"
"2010","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","216750.547490471"
"2010","8","Jefes de hogar","1101.07801657069"
"2010","9","Pensiones no contributivas por invalidez sin bonos","154076.732445979"
"2010","9","Pensiones no contributivas por invalidez con bonos","154076.732445979"
"2010","9","Pensiones no contributivas por vejez sin bonos","16725.8702197754"
"2010","9","Pensiones no contributivas por vejez con bonos","16725.8702197754"
"2010","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","121846.462583039"
"2010","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","121846.462583039"
"2010","9","Prestaciones previsionales por moratoria previsional sin bonos","1048366.88635263"
"2010","9","Prestaciones previsionales por moratoria previsional con bonos","1048366.88635263"
"2010","9","Ellas hacen + Argentina trabaja","71099.1370742692"
"2010","9","Programa de empleo comunitario","16063.5725957271"
"2010","9","Seguro de capacitación y empleo","9335.37625295128"
"2010","9","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","410250.450883846"
"2010","9","Jefes de hogar","1018.40317016285"
"2010","10","Pensiones no contributivas por invalidez sin bonos","156556.529644604"
"2010","10","Pensiones no contributivas por invalidez con bonos","156556.529644604"
"2010","10","Pensiones no contributivas por vejez sin bonos","16310.1536482192"
"2010","10","Pensiones no contributivas por vejez con bonos","16310.1536482192"
"2010","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","118993.208879996"
"2010","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","118993.208879996"
"2010","10","Prestaciones previsionales por moratoria previsional sin bonos","1017069.09456132"
"2010","10","Prestaciones previsionales por moratoria previsional con bonos","1017069.09456132"
"2010","10","Ellas hacen + Argentina trabaja","71314.6808151766"
"2010","10","Programa de empleo comunitario","15710.26414924"
"2010","10","Seguro de capacitación y empleo","12107.8611665496"
"2010","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","9.9439767263941"
"2010","10","Jefes de hogar","1657.06046627935"
"2010","11","Pensiones no contributivas por invalidez sin bonos","157983.749768618"
"2010","11","Pensiones no contributivas por invalidez con bonos","157983.749768618"
"2010","11","Pensiones no contributivas por vejez sin bonos","16105.4253526519"
"2010","11","Pensiones no contributivas por vejez con bonos","16105.4253526519"
"2010","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","117893.826527786"
"2010","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","117893.826527786"
"2010","11","Prestaciones previsionales por moratoria previsional sin bonos","1008319.99419036"
"2010","11","Prestaciones previsionales por moratoria previsional con bonos","1008319.99419036"
"2010","11","Ellas hacen + Argentina trabaja","72670.580578628"
"2010","11","Programa de empleo comunitario","10995.7883795741"
"2010","11","Seguro de capacitación y empleo","13230.043392952"
"2010","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","304637.794723829"
"2010","11","Jefes de hogar","820.625280331783"
"2010","12","Pensiones no contributivas por invalidez sin bonos","237442.676388935"
"2010","12","Pensiones no contributivas por invalidez con bonos","284298.361710684"
"2010","12","Pensiones no contributivas por vejez sin bonos","23827.6270960959"
"2010","12","Pensiones no contributivas por vejez con bonos","28500.7634686777"
"2010","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","176113.976125008"
"2010","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","200556.560748415"
"2010","12","Prestaciones previsionales por moratoria previsional sin bonos","1483146.96049003"
"2010","12","Prestaciones previsionales por moratoria previsional con bonos","1683485.42608834"
"2010","12","Ellas hacen + Argentina trabaja","371892.503113127"
"2010","12","Programa de empleo comunitario","10272.4212928491"
"2010","12","Seguro de capacitación y empleo","15487.2833536894"
"2010","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","230871.285963721"
"2010","12","Jefes de hogar","864.84289278176"
"2011","1","Pensiones no contributivas por invalidez sin bonos","157400.406291382"
"2011","1","Pensiones no contributivas por invalidez con bonos","157400.406291382"
"2011","1","Pensiones no contributivas por vejez sin bonos","12622.5489465544"
"2011","1","Pensiones no contributivas por vejez con bonos","12622.5489465544"
"2011","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","115589.688286397"
"2011","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","115589.688286397"
"2011","1","Prestaciones previsionales por moratoria previsional sin bonos","781845.498368951"
"2011","1","Prestaciones previsionales por moratoria previsional con bonos","781845.498368951"
"2011","1","Ellas hacen + Argentina trabaja","3907.3774238025"
"2011","1","Programa de empleo comunitario","9018.59135295814"
"2011","1","Seguro de capacitación y empleo","22.7622946923589"
"2011","1","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","239097.48488289"
"2011","1","Jefes de hogar","27960.8245410004"
"2011","2","Pensiones no contributivas por invalidez sin bonos","157877.046221218"
"2011","2","Pensiones no contributivas por invalidez con bonos","157877.046221218"
"2011","2","Pensiones no contributivas por vejez sin bonos","12440.6636106754"
"2011","2","Pensiones no contributivas por vejez con bonos","12440.6636106754"
"2011","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","114591.037091209"
"2011","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","114591.037091209"
"2011","2","Prestaciones previsionales por moratoria previsional sin bonos","1164318.8249623"
"2011","2","Prestaciones previsionales por moratoria previsional con bonos","1164318.8249623"
"2011","2","Ellas hacen + Argentina trabaja","6852.35830258803"
"2011","2","Programa de empleo comunitario","8852.96309979364"
"2011","2","Seguro de capacitación y empleo","15712.945877222"
"2011","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","231044.932970479"
"2011","2","Jefes de hogar","790.496350218935"
"2011","3","Pensiones no contributivas por invalidez sin bonos","184621.432372795"
"2011","3","Pensiones no contributivas por invalidez con bonos","184621.432372795"
"2011","3","Pensiones no contributivas por vejez sin bonos","14313.5764711783"
"2011","3","Pensiones no contributivas por vejez con bonos","14313.5764711783"
"2011","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","132134.899462012"
"2011","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","132134.899462012"
"2011","3","Prestaciones previsionales por moratoria previsional sin bonos","1101669.39600367"
"2011","3","Prestaciones previsionales por moratoria previsional con bonos","1101669.39600367"
"2011","3","Ellas hacen + Argentina trabaja","7549.54635553412"
"2011","3","Programa de empleo comunitario","7036.1806711573"
"2011","3","Seguro de capacitación y empleo","16332.7157718306"
"2011","3","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","219223.888755202"
"2011","3","Jefes de hogar","4307.12425525803"
"2011","4","Pensiones no contributivas por invalidez sin bonos","185424.402609587"
"2011","4","Pensiones no contributivas por invalidez con bonos","185424.402609587"
"2011","4","Pensiones no contributivas por vejez sin bonos","14039.0537464762"
"2011","4","Pensiones no contributivas por vejez con bonos","14039.0537464762"
"2011","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","129723.958374751"
"2011","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","129723.958374751"
"2011","4","Prestaciones previsionales por moratoria previsional sin bonos","1090850.63710521"
"2011","4","Prestaciones previsionales por moratoria previsional con bonos","1090850.63710521"
"2011","4","Ellas hacen + Argentina trabaja","8603.74225084507"
"2011","4","Programa de empleo comunitario","4248.8228619075"
"2011","4","Seguro de capacitación y empleo","16585.1991705256"
"2011","4","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","240696.074729981"
"2011","4","Jefes de hogar","721.903644246107"
"2011","5","Pensiones no contributivas por invalidez sin bonos","187284.467720805"
"2011","5","Pensiones no contributivas por invalidez con bonos","187284.467720805"
"2011","5","Pensiones no contributivas por vejez sin bonos","13802.7143510694"
"2011","5","Pensiones no contributivas por vejez con bonos","13802.7143510694"
"2011","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","127689.554174852"
"2011","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","127689.554174852"
"2011","5","Prestaciones previsionales por moratoria previsional sin bonos","1081176.27337209"
"2011","5","Prestaciones previsionales por moratoria previsional con bonos","1081176.27337209"
"2011","5","Ellas hacen + Argentina trabaja","32785.2368479173"
"2011","5","Programa de empleo comunitario","3232.74699283996"
"2011","5","Seguro de capacitación y empleo","20532.168572885"
"2011","5","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","292465.458439429"
"2011","5","Jefes de hogar","2972.41693121359"
"2011","6","Pensiones no contributivas por invalidez sin bonos","284564.805274022"
"2011","6","Pensiones no contributivas por invalidez con bonos","284564.805274022"
"2011","6","Pensiones no contributivas por vejez sin bonos","20466.5796785475"
"2011","6","Pensiones no contributivas por vejez con bonos","20466.5796785475"
"2011","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","189905.238528303"
"2011","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","189905.238528303"
"2011","6","Prestaciones previsionales por moratoria previsional sin bonos","1609846.83567794"
"2011","6","Prestaciones previsionales por moratoria previsional con bonos","1609846.83567794"
"2011","6","Ellas hacen + Argentina trabaja","67495.1333488731"
"2011","6","Programa de empleo comunitario","942.610571294104"
"2011","6","Seguro de capacitación y empleo","194.239727105929"
"2011","6","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","290245.255144947"
"2011","6","Jefes de hogar","33.838345303247"
"2011","7","Pensiones no contributivas por invalidez sin bonos","190635.894771552"
"2011","7","Pensiones no contributivas por invalidez con bonos","190635.894771552"
"2011","7","Pensiones no contributivas por vejez sin bonos","13469.9761592751"
"2011","7","Pensiones no contributivas por vejez con bonos","13469.9761592751"
"2011","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","125496.578231937"
"2011","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","125496.578231937"
"2011","7","Prestaciones previsionales por moratoria previsional sin bonos","1058762.44823925"
"2011","7","Prestaciones previsionales por moratoria previsional con bonos","1058762.44823925"
"2011","7","Ellas hacen + Argentina trabaja","66556.1527869818"
"2011","7","Programa de empleo comunitario","3573.9777751772"
"2011","7","Seguro de capacitación y empleo","17009.4013574353"
"2011","7","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","274859.549482091"
"2011","7","Jefes de hogar","652.344097987393"
"2011","8","Pensiones no contributivas por invalidez sin bonos","192480.005476632"
"2011","8","Pensiones no contributivas por invalidez con bonos","192480.005476632"
"2011","8","Pensiones no contributivas por vejez sin bonos","13249.743853555"
"2011","8","Pensiones no contributivas por vejez con bonos","13249.743853555"
"2011","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","123750.591813861"
"2011","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","123750.591813861"
"2011","8","Prestaciones previsionales por moratoria previsional sin bonos","1048541.79363957"
"2011","8","Prestaciones previsionales por moratoria previsional con bonos","1048541.79363957"
"2011","8","Ellas hacen + Argentina trabaja","72501.9181474746"
"2011","8","Programa de empleo comunitario","2612.0686039639"
"2011","8","Seguro de capacitación y empleo","12709.7986051645"
"2011","8","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","244818.882259552"
"2011","8","Jefes de hogar","3034.84049264755"
"2011","9","Pensiones no contributivas por invalidez sin bonos","224673.936680056"
"2011","9","Pensiones no contributivas por invalidez con bonos","224673.936680056"
"2011","9","Pensiones no contributivas por vejez sin bonos","15217.9535570729"
"2011","9","Pensiones no contributivas por vejez con bonos","15217.9535570729"
"2011","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","142511.12429304"
"2011","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","142511.12429304"
"2011","9","Prestaciones previsionales por moratoria previsional sin bonos","1201914.40391058"
"2011","9","Prestaciones previsionales por moratoria previsional con bonos","1201914.40391058"
"2011","9","Ellas hacen + Argentina trabaja","61286.6297135622"
"2011","9","Programa de empleo comunitario","2107.93862941759"
"2011","9","Seguro de capacitación y empleo","31428.1440171317"
"2011","9","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","231277.646686072"
"2011","9","Jefes de hogar","845.456508004982"
"2011","10","Pensiones no contributivas por invalidez sin bonos","227325.682641555"
"2011","10","Pensiones no contributivas por invalidez con bonos","227325.682641555"
"2011","10","Pensiones no contributivas por vejez sin bonos","15001.6966261189"
"2011","10","Pensiones no contributivas por vejez con bonos","15001.6966261189"
"2011","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","141634.670665106"
"2011","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","141634.670665106"
"2011","10","Prestaciones previsionales por moratoria previsional sin bonos","1200791.51603323"
"2011","10","Prestaciones previsionales por moratoria previsional con bonos","1200791.51603323"
"2011","10","Ellas hacen + Argentina trabaja","64038.632478825"
"2011","10","Programa de empleo comunitario","1777.50283404982"
"2011","10","Seguro de capacitación y empleo","26247.0873167665"
"2011","10","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","252062.526666767"
"2011","10","Jefes de hogar","1019.58962778659"
"2011","11","Pensiones no contributivas por invalidez sin bonos","224836.858795135"
"2011","11","Pensiones no contributivas por invalidez con bonos","224836.858795135"
"2011","11","Pensiones no contributivas por vejez sin bonos","14783.1548840137"
"2011","11","Pensiones no contributivas por vejez con bonos","14783.1548840137"
"2011","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","140154.263775055"
"2011","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","140154.263775055"
"2011","11","Prestaciones previsionales por moratoria previsional sin bonos","1177438.18431571"
"2011","11","Prestaciones previsionales por moratoria previsional con bonos","1177438.18431571"
"2011","11","Ellas hacen + Argentina trabaja","61997.9792857249"
"2011","11","Programa de empleo comunitario","1340.79792336192"
"2011","11","Seguro de capacitación y empleo","15400.6388035618"
"2011","11","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","261788.499604329"
"2011","11","Jefes de hogar","93.1126694108681"
"2011","12","Pensiones no contributivas por invalidez sin bonos","333573.997760502"
"2011","12","Pensiones no contributivas por invalidez con bonos","333573.997760502"
"2011","12","Pensiones no contributivas por vejez sin bonos","21774.6026144671"
"2011","12","Pensiones no contributivas por vejez con bonos","21774.6026144671"
"2011","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","206861.538047263"
"2011","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","206861.538047263"
"2011","12","Prestaciones previsionales por moratoria previsional sin bonos","1715761.42470337"
"2011","12","Prestaciones previsionales por moratoria previsional con bonos","1715761.42470337"
"2011","12","Ellas hacen + Argentina trabaja","123944.391589014"
"2011","12","Programa de empleo comunitario","1076.05146078596"
"2011","12","Seguro de capacitación y empleo","20375.8925135304"
"2011","12","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","255994.923069837"
"2011","12","Jefes de hogar","371.371934404712"
"2012","1","Pensiones no contributivas por invalidez sin bonos","220128.820735566"
"2012","1","Pensiones no contributivas por invalidez con bonos","220128.820735566"
"2012","1","Pensiones no contributivas por vejez sin bonos","12875.8741188092"
"2012","1","Pensiones no contributivas por vejez con bonos","12875.8741188092"
"2012","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","136180.731956035"
"2012","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","136180.731956035"
"2012","1","Prestaciones previsionales por moratoria previsional sin bonos","0"
"2012","1","Prestaciones previsionales por moratoria previsional con bonos","0"
"2012","1","Ellas hacen + Argentina trabaja","3440.49026980637"
"2012","1","Programa de empleo comunitario","237.963755897111"
"2012","1","Seguro de capacitación y empleo","0"
"2012","1","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","0"
"2012","2","Pensiones no contributivas por invalidez sin bonos","216786.745826886"
"2012","2","Pensiones no contributivas por invalidez con bonos","216786.745826886"
"2012","2","Pensiones no contributivas por vejez sin bonos","12666.3121076954"
"2012","2","Pensiones no contributivas por vejez con bonos","12666.3121076954"
"2012","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","134074.285873364"
"2012","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","134074.285873364"
"2012","2","Prestaciones previsionales por moratoria previsional sin bonos","2202852.14512461"
"2012","2","Prestaciones previsionales por moratoria previsional con bonos","2202852.14512461"
"2012","2","Ellas hacen + Argentina trabaja","34961.7842323088"
"2012","2","Programa de empleo comunitario","267.116759130525"
"2012","2","Seguro de capacitación y empleo","18591.2584084969"
"2012","2","Asignación universal por hijo + Asignación universal por hijo con discapacidad + Asignación por embarazo para protección social","510268.039213743"
"2012","3","Pensiones no contributivas por invalidez sin bonos","255069.684334331"
